"KBA012442","정은스카이빌2차","목동신시가지12단지","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('666','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","미광","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('11821','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","밀레스트","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('11352','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","보성제이드","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('100361','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","삼부","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('18754','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","삼성(894-20)","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('13313','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","삼천리","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('3782','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","상전","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10302','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","상진","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('18534','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","서일해오름","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('23240','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","성은","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103055','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","성재세인트(도시형)","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('119392','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","신세계하이츠","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106982','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","신이모닝빌","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('23875','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","신정e-편한세상","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('8759','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","신정경남아너스빌2차","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('102182','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","신정그랑프리","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107947','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","신정로마","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('17546','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","신정숲속마을","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('113077','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","신정태남프라자","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16267','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","심미","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('12023','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","심미에셈빌","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16401','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","아인스빌Ⅱ(도시형)","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105947','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","영림","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('102543','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","예지","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('19516','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","예지보금자리","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103006','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","예지팰리스","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107378','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","은행","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16265','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","이스타팰리스","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('11783','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","이연에버리치","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25861','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","이지라이프","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('19260','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","일진아이윌","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('15502','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","자성","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107164','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","재훈","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103744','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","정은sky빌2차","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('11785','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","제이월드","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('11538','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","제일에비앙(885-1)","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105641','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","제일에비앙(990-16)","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('22173','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","주건드림빌","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104378','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","주안펌니스","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16266','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","지오프레저","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106977','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","청우","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('101300','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","청원","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('14354','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","청자","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('11822','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","춘당아네시스","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105531','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","태경하이츠","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108634','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","태화상가빌라트","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('12018','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","트라움타운(도시형)","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('115737','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","푸른힐","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('11823','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","프리우스","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107382','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","해풍","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('117270','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","헤브론","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104732','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","현대쉐르빌","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('13507','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","휘버스","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('14245','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA012442","정은스카이빌2차","흥영","신정동","양천구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('16276','KBA012442',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","가온빌(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('114445','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","강남(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107086','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","강변한솔그라치아","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('13977','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","계명","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103203','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","다빈치(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105426','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","당산삼익플라주","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107758','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","대우","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10169','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","대우","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('102339','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","더실크(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105583','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","리버뷰(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110880','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","리스빌(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('118571','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","리오팰리스(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110203','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","브라보(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('117516','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","브라운스톤당산","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108695','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","블리스다임빌","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('119180','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","비앤비퀸즈빌","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('118157','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","성재아이캐슬1차","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('23899','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","성재아이캐슬2차","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('100742','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","에코(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108289','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","유탑유블레스2차(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105655','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","조인타운(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109154','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","진수(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107940','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","칸리버팰리스","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104024','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","코지빌(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('119380','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","태경(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107491','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","포레스트빌","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('113416','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","하임4S","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('113519','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","현대","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('689','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","훼미리하우스138(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106734','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","휴브리지(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105605','KBA002354',1000000013,NOW(),1000000013,NOW());"
"KBA002354","대우","휴브리지Ⅱ(도시형)","당산동","영등포구","서울특별시","INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105530','KBA002354',1000000013,NOW(),1000000013,NOW());"
