KB_REGN_NM,KB_REGN_NM,KB_REGN_NM,CMPX_IDF_ID,CMPX_IDF_NM,TOT_HSHL_CNT,NV세대수,SUM_HSHL_CNT,NV_CMPX_NM,NV_CMPX_ID,KB주택형,NV주택형,NV_URL,KB_URL,REG_USER_ID
잠원동,서초구,서울특별시,KBA008732,반포한신타워,250,248,250,반포한신타워,540,"83.77㎡/59.4㎡^,97.14㎡/68.09㎡^,106.91B㎡/84.93㎡^,121.76㎡/96.72㎡^,131.05㎡/104.1㎡^,159.44㎡/131.88㎡^","면적83㎡^,면적84㎡^,면적94㎡^,면적97㎡^,면적106A㎡^,면적106B㎡^,면적115㎡^,면적121㎡^,면적131㎡^,면적158A㎡^,면적159B㎡^,면적159C㎡^,면적159D㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=540,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA008732&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011500&부동산소지역코드=011510&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=반포한신타워&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
금호동,성동구,서울특별시,KBA023832,금호자이1차,497,401,401,금호자이1차,100340,"83.96㎡/59.99㎡^,111.6㎡/84.97㎡^,140.01㎡/117.18㎡^","면적83A㎡^,면적84B㎡^,면적111A㎡^,면적111B㎡^,면적140㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=100340,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA023832&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011600&부동산소지역코드=011601&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=금호자이1차&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
금호동,성동구,서울특별시,KBA006500,벽산,2921,1707,1707,벽산,1286,"78.09㎡/59.9㎡^,86.44㎡/59.9㎡^,108.59㎡/84.82㎡^,110.58㎡/84.82㎡^,141.41㎡/114.57㎡^","면적78㎡^,면적86㎡^,면적108A㎡^,면적110B㎡^,면적141㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=1286,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA006500&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011600&부동산소지역코드=011601&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=벽산&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
금호동,성동구,서울특별시,KBA020601,래미안하이리버,1057,847,847,래미안하이리버,27575,"85.02㎡/59.99㎡^,110.73㎡/84.98㎡^,149.92㎡/114.32㎡^","면적84C㎡^,면적85A㎡^,면적85B㎡^,면적108C㎡^,면적110B㎡^,면적110D㎡^,면적110A㎡^,면적149㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=27575,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA020601&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011600&부동산소지역코드=011601&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=래미안하이리버&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
금호동,성동구,서울특별시,KBA009677,금호동대우,1689,1181,1173,금호대우,2975,"79.74㎡/59.97㎡^,109.27㎡/84.71㎡^,112.97㎡/84.96㎡^,145.72㎡/114.71㎡^","면적79A㎡^,면적79B㎡^,면적79C㎡^,면적109㎡^,면적112㎡^,면적145A㎡^,면적145B㎡^,면적145C㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=2975,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA009677&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011600&부동산소지역코드=011601&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=금호동대우&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000009
성수동,성동구,서울특별시,KBA010535,장미.,155,173,173,장미,558,"58.71㎡/49.23㎡^,64.23㎡/53.87㎡^,81.8㎡/68.66㎡^","면적58㎡^,면적64㎡^,면적65㎡^,면적79㎡^,면적81㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=558,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA010535&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011600&부동산소지역코드=011606&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=장미.&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000003
옥수동,성동구,서울특별시,KBA024787,래미안옥수리버젠,1821,1511,1511,래미안옥수리버젠,100692,"148.38㎡/113.52㎡^,149.13㎡/113.74㎡^,174.62㎡/134.13㎡^,79.61㎡/59.25㎡^,111.2㎡/84.73㎡^","면적79B㎡^,면적79C㎡^,면적80D㎡^,면적80A㎡^,면적110C㎡^,면적111B㎡^,면적111A㎡^,면적148A㎡^,면적149B㎡^,면적174㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=100692,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA024787&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011600&부동산소지역코드=011608&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=래미안옥수리버젠&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
옥수동,성동구,서울특별시,KBA009577,옥수삼성,1444,1114,1114,옥수삼성,1179,"85.69㎡/59.7㎡^,106.94㎡/84.82㎡^,144.57㎡/114.66㎡^","면적85㎡^,면적106㎡^,면적144㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=1179,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA009577&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011600&부동산소지역코드=011608&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=옥수삼성&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
용답동,성동구,서울특별시,KBA019448,YM프라젠,83,88,83,와이엠프라젠,26171,"79.82㎡/59.94㎡^,105.88㎡/84.95㎡^","면적60㎡^,면적79㎡^,면적105㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=26171,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA019448&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011600&부동산소지역코드=011609&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=YM프라젠&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000012
하왕십리동,성동구,서울특별시,KBA006952,금호베스트빌,732,458,458,금호베스트빌,3532,"87.07㎡/59.79㎡^,110.16㎡/84.97㎡^,144.36㎡/114.73㎡^,150.03㎡/114.93㎡^","면적87㎡^,면적110㎡^,면적144㎡^,면적150㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=3532,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA006952&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011600&부동산소지역코드=011611&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=금호베스트빌&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
행당동,성동구,서울특별시,KBA007545,행당한신,1569,1410,1410,행당한신,2977,"81.27A㎡/59.91㎡^,108.56㎡/84.95㎡^,142.42㎡/114.97㎡^,80.99B㎡/59.94㎡^","면적80B㎡^,면적81A㎡^,면적108㎡^,면적142㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=2977,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA007545&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011600&부동산소지역코드=011612&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=행당한신&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
행당동,성동구,서울특별시,KBA010704,행당한진타운,2851,2123,2123,행당한진타운,878,"108.47㎡/84.71㎡^,144.37㎡/114.62㎡^,86.96㎡/59.96㎡^","면적86㎡^,면적108㎡^,면적144㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=878,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA010704&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011600&부동산소지역코드=011612&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=행당한진타운&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
행당동,성동구,서울특별시,KBA008758,대림,2399,3404,2399,행당대림,950,"83.76㎡/59.96㎡^,104.58㎡/84.87㎡^,137.26㎡/114.94㎡^","면적83㎡^,면적104㎡^,면적137㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=950,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA008758&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011600&부동산소지역코드=011612&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=대림&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000010
길음동,성북구,서울특별시,KBA019403,길음뉴타운9단지(래미안),1254,1012,1012,길음뉴타운9단지래미안,26160,"79.92C㎡/59.98㎡^,109.87㎡/84.96㎡^,106.75B㎡/84.78㎡^,79.59B㎡/59.96㎡^,82.57A㎡/59.92㎡^,107.33A㎡/84.95㎡^,143.24A㎡/114.86㎡^,142.18B㎡/114.91㎡^,165.86㎡/134.99㎡^","면적79A㎡^,면적79B㎡^,면적82㎡^,면적106B㎡^,면적107A㎡^,면적109㎡^,면적142B㎡^,면적143A㎡^,면적165㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=26160,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA019403&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011701&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=길음뉴타운9단지(래미안)&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000002
길음동,성북구,서울특별시,KBA019485,길음7구역두산위브,548,449,449,길음뉴타운7단지두산위브,26251,"84.67㎡/59.98㎡^,87.39㎡/59.99㎡^,112.14A㎡/84.99㎡^,112.03B㎡/84.96㎡^,146.39A㎡/114.99㎡^,145.96B㎡/114.99㎡^","면적84A㎡^,면적87B㎡^,면적112A㎡^,면적112B㎡^,면적145B㎡^,면적146A㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=26251,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA019485&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011701&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=길음7구역두산위브&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000012
길음동,성북구,서울특별시,KBA005892,동부센트레빌,1677,1377,1377,길음동부센트레빌,3421,"80.74㎡/59.99㎡^,111.12㎡/84.84㎡^,142.45㎡/114.91㎡^","면적80㎡^,면적111㎡^,면적142㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=3421,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA005892&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011701&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=동부센트레빌&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000010
길음동,성북구,서울특별시,KBA011838,길음뉴타운(4단지),1881,1605,1605,길음뉴타운4단지e편한세상,8083,"79.66A㎡/59.97㎡^,80.1B㎡/59.86㎡^,79.62C㎡/59.97㎡^,109.23㎡/84.63㎡^,125.82㎡/102.38㎡^,143.32㎡/114.88㎡^","면적79C㎡^,면적79A㎡^,면적80B㎡^,면적109㎡^,면적125㎡^,면적143㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=8083,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA011838&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011701&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=길음뉴타운(4단지)&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000013
돈암동,성북구,서울특별시,KBA000901,돈암삼성,2014,1278,1278,돈암삼성,579,"79.57㎡/59.4㎡^,105㎡/84.59㎡^,137.23㎡/114.66㎡^","면적79㎡^,면적105㎡^,면적137㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=579,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA000901&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011702&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=돈암삼성&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
돈암동,성북구,서울특별시,KBA010057,돈암풍림,769,460,460,돈암풍림,580,"75.88㎡/59.64㎡^,107.73㎡/84.68㎡^,145.55㎡/114.41㎡^","면적75㎡^,면적107㎡^,면적145㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=580,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA010057&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011702&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=돈암풍림&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
돈암동,성북구,서울특별시,KBA007587,한신,1795,4509,3929,"한신,한진",582,"89.25㎡/68.13㎡^,109.09㎡/84.87㎡^,145.45㎡/113.67㎡^,165.29㎡/132.96㎡^,185.12㎡/152.25㎡^","면적81㎡^,면적92㎡^,면적109㎡^,면적143㎡^,면적164㎡^,면적183㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=582,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA007587&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011702&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=한신&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000015
상월곡동,성북구,서울특별시,KBA008118,동아에코빌,1531,1253,1253,동아에코빌,3425,"87.96㎡/59.95㎡^,109.63㎡/84.97㎡^,142.1㎡/114.66㎡^","면적87A㎡^,면적87B㎡^,면적109A㎡^,면적109B㎡^,면적142A㎡^,면적142B㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=3425,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA008118&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011707&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=동아에코빌&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
석관동,성북구,서울특별시,KBA020869,래미안석관,660,580,580,석관래미안,25948,"79.71㎡/59.9㎡^,107.65㎡/84.84㎡^,136.98㎡/114.97㎡^","면적79A㎡^,면적79B㎡^,면적107A㎡^,면적107B㎡^,면적136㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=25948,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA020869&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011708&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=래미안석관&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000010
안암동,성북구,서울특별시,KBA004122,안암,70,76,76,안암,11399,"56.19㎡/52.03㎡^,66.11㎡/62.51㎡^,76.03㎡/64.63㎡^","면적56㎡^,면적66㎡^,면적76㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=11399,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA004122&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011710&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=안암&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
안암동,성북구,서울특별시,KBA010505,대광.,346,357,348,대광,1184,"49.59㎡/42.61㎡^,66.12㎡/54.88㎡^,66.12㎡/56.96㎡^,66.12㎡/60.89㎡^","면적49A㎡^,면적49B㎡^,면적49C㎡^,면적49D㎡^,면적49E㎡^,면적49F㎡^,면적49G㎡^,면적49H㎡^,면적49I㎡^,면적49J㎡^,면적49K㎡^,면적49L㎡^,면적49M㎡^,면적49N㎡^,면적52A㎡^,면적56B㎡^,면적56C㎡^,면적66A㎡^,면적66㎡^,면적66B㎡^,면적66C㎡^,면적66D㎡^,면적66E㎡^,면적66F㎡^,면적66G㎡^,면적66H㎡^,면적69B㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=1184,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA010505&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011710&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=대광.&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000003
정릉동,성북구,서울특별시,KBA011752,정릉풍림아이원,2305,1971,1971,정릉풍림아이원,3426,"81.95A㎡/59.88㎡^,79.8B㎡/60㎡^,81.91C㎡/60㎡^,85.56㎡/59.88㎡^,102.47㎡/77.42㎡^,105.32A㎡/84.09㎡^,108.27B㎡/84.24㎡^,141.56㎡/114.75㎡^","면적79C㎡^,면적81B㎡^,면적81A㎡^,면적85A㎡^,면적105㎡^,면적108㎡^,면적108㎡^,면적139A㎡^,면적141B㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=3426,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA011752&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011712&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=정릉풍림아이원&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
종암동,성북구,서울특별시,KBA001517,종암SK,1318,1317,1317,종암SK,1191,"81.69A㎡/59.86㎡^,109.56㎡/84.72㎡^,143.76㎡/114.75㎡^,80.57B㎡/59.04㎡^","면적80B㎡^,면적81A㎡^,면적109㎡^,면적143㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=1191,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA001517&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011713&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=종암SK&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
종암동,성북구,서울특별시,KBA018772,래미안세레니티,1161,955,955,래미안세레니티,25827,"84.03A㎡/59.97㎡^,84.2B㎡/59.92㎡^,84.88C㎡/59.92㎡^,84.01D㎡/59.97㎡^,110.74A㎡/84.92㎡^,111.11B㎡/84.99㎡^,109.95C㎡/84.98㎡^,143.79㎡/114.99㎡^","면적84D㎡^,면적84A㎡^,면적84B㎡^,면적84C㎡^,면적109C㎡^,면적110A㎡^,면적111B㎡^,면적143㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=25827,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA018772&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011713&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=래미안세레니티&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
종암동,성북구,서울특별시,KBA022107,래미안라센트,1025,837,837,래미안라센트,26834,"82.54㎡/59.98㎡^,108.06㎡/84.99㎡^,143.33㎡/114.98㎡^","면적81B㎡^,면적82A㎡^,면적107B㎡^,면적108A㎡^,면적142B㎡^,면적143A㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=26834,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA022107&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011713&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=래미안라센트&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
하월곡동,성북구,서울특별시,KBA014790,성북힐스테이트,309,285,285,성북힐스테이트,18699,"106.75A㎡/84.14㎡^,107.44B㎡/84.69㎡^,105.81C㎡/84.99㎡^,129.37㎡/101.97㎡^,132.31㎡/106.28㎡^,142.77㎡/114.68㎡^","면적105C㎡^,면적106A㎡^,면적107B㎡^,면적129㎡^,면적132㎡^,면적142㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=18699,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA014790&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011714&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=성북힐스테이트&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
하월곡동,성북구,서울특별시,KBA022076,길음서희스타힐스,197,198,198,길음서희스타힐스,26638,"88.24㎡/66.61㎡^,89.34㎡/67.44㎡^,112.48㎡/84.91㎡^","면적88A㎡^,면적89B㎡^,면적112B㎡^,면적112C㎡^,면적112D㎡^,면적112A㎡^,면적114E㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=26638,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA022076&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011714&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=길음서희스타힐스&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
하월곡동,성북구,서울특별시,KBA011840,월곡두산위브,2655,2197,2195,월곡두산위브,2990,"82.62㎡/59.85㎡^,109.94NS㎡/84.84㎡^,109.84A㎡/84.85㎡^,109.68B㎡/84.64㎡^,110.13C㎡/84.99㎡^,140.05㎡/114.75㎡^","면적82㎡^,면적109B㎡^,면적109A㎡^,면적109NS㎡^,면적110C㎡^,면적140㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=2990,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA011840&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011700&부동산소지역코드=011714&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=월곡두산위브&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
가락동,송파구,서울특별시,KBA003961,가락우성(1차),838,839,839,가락우성1차,348,"62.51㎡/43.79㎡^,78.82㎡/58.46㎡^,128.41㎡/109.25㎡^,147.1㎡/127.75㎡^","면적62㎡^,면적78㎡^,면적128㎡^,면적147㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=348,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA003961&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011800&부동산소지역코드=011801&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=가락우성(1차)&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000002
송파동,송파구,서울특별시,KBA010970,호수임광,231,227,227,호수임광,617,"68.82㎡/53.2㎡^,73.24㎡/56.6㎡^,77.34㎡/59.78㎡^,109.82㎡/84.87㎡^","면적68㎡^,면적73A㎡^,면적74B㎡^,면적74A㎡^,면적77B㎡^,면적95㎡^,면적109A㎡^,면적109B㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=617,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA010970&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011800&부동산소지역코드=011808&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=호수임광&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
신천동,송파구,서울특별시,KBA004437,한신잠실코아,493,492,493,한신잠실코아,393,"42.97㎡/31.5㎡^,59.5㎡/41.99㎡^,72.72㎡/50.76㎡^,76.03㎡/52.51㎡^,85.95㎡/59.85㎡^,92.56㎡/64.08㎡^","면적42㎡^,면적59㎡^,면적72㎡^,면적76㎡^,면적85㎡^,면적92㎡^",http://land.naver.com/article/complexInfo.nhn?rletNo=393,http://nland.kbstar.com/quics?page=B046949&물건종별구분=01&물건식별자=KBA004437&주택형일련번호=&부동산대지역코드=010000&부동산중지역코드=011800&부동산소지역코드=011809&부동산대지역명=&부동산중지역명=&부동산소지역명=&아파트명=한신잠실코아&지역목록단계=4&지역명=&조회구분=&GIS호출여부=&매물종별그룹구분=&매물거래구분=&nextPageYn=Y&쿠키사용여부=0&탭구분=,1000000001
