KB_REGN_NM,KB_REGN_NM,KB_REGN_NM,CMPX_IDF_ID,CMPX_IDF_NM,TOT_HSHL_CNT,NV세대수,NV_CMPX_NM,NV_CMPX_ID,KB주택형,NV주택형,REG_USER_ID
상계동,노원구,서울특별시,KBA011248,상계주공(10단지저층),360,2654,상계주공10단지,72,"49.58㎡/47.34㎡&,59.5㎡/54.54㎡&","면적52(저층)㎡&,면적60㎡&,면적60(저층)㎡&,면적63B㎡&,면적64A㎡&,면적70㎡&,면적76A㎡&,면적76B㎡&,면적80㎡&,면적82C㎡&,면적85B㎡&,면적85A㎡&,면적92㎡&,면적96㎡&",1000000015
상계동,노원구,서울특별시,KBA011606,대망드림힐,169,165,대망드림힐,8367,"91.46㎡/67.23㎡&,111.63A㎡/84.49㎡&,112.11B㎡/84.89㎡&,129.46㎡/102.01㎡&,97.9㎡/70.88㎡&","면적91㎡&,면적97㎡&,면적111A㎡&,면적112B㎡&,면적129㎡&,면적142㎡&",1000000001
월계동,노원구,서울특별시,KBA002927,미성.,1620,3930,"미륭,미성,삼호3차",219,"42.97㎡/33.28㎡&,70.09㎡/50.14㎡&","면적43㎡&,면적68㎡&,면적71㎡&,면적78㎡&",1000000015
월계동,노원구,서울특별시,KBA005883,미륭.,1050,3930,"미륭,미성,삼호3차",219,72.72㎡/51.48㎡&,"면적43㎡&,면적68㎡&,면적71㎡&,면적78㎡&",1000000015
월계동,노원구,서울특별시,KBA006855,삼호3차.,1260,3930,"미륭,미성,삼호3차",219,82.64㎡/59.22㎡&,"면적43㎡&,면적68㎡&,면적71㎡&,면적78㎡&",1000000015
중계동,노원구,서울특별시,KBA002002,롯데,570,1890,"경남,롯데,상아",230,"66.11㎡/54.48㎡&,89.25㎡/72.49㎡&,102.47㎡/84.97㎡&,152.06㎡/129.91㎡&","면적61A㎡&,면적63B㎡&,면적67㎡&,면적89A㎡&,면적89C㎡&,면적89B㎡&,면적101㎡&,면적133㎡&,면적150㎡&",1000000015
중계동,노원구,서울특별시,KBA002096,경남,660,1890,"경남,롯데,상아",230,"59.5㎡/50.97㎡&,89.25㎡/74.2㎡&,102.47㎡/84.97㎡&,132.23㎡/114.57㎡&","면적61A㎡&,면적63B㎡&,면적67㎡&,면적89A㎡&,면적89C㎡&,면적89B㎡&,면적101㎡&,면적133㎡&,면적150㎡&",1000000015
중계동,노원구,서울특별시,KBA005152,상아,660,1890,"경남,롯데,상아",230,"62.81㎡/51.29㎡&,89.25㎡/72.73㎡&,102.47㎡/84.97㎡&,132.23㎡/114.57㎡&","면적61A㎡&,면적63B㎡&,면적67㎡&,면적89A㎡&,면적89C㎡&,면적89B㎡&,면적101㎡&,면적133㎡&,면적150㎡&",1000000015
중계동,노원구,서울특별시,KBA006729,신동아중계동,320,960,"라이프,청구,신동아",234,"122.31㎡/101.94㎡&,138.84㎡/115.35㎡&","면적122A㎡&,면적123B㎡&,면적137㎡&",1000000015
중계동,노원구,서울특별시,KBA009586,청구중계동,320,960,"라이프,청구,신동아",234,"122.31㎡/101.99㎡&,138.84㎡/115.47㎡&","면적122A㎡&,면적123B㎡&,면적137㎡&",1000000015
하계동,노원구,서울특별시,KBA003158,벽산,630,1980,극동.건영.벽산,255,"69.42㎡/57.71㎡&,85.95㎡/70.56㎡&,102.47㎡/84.85㎡&","면적55㎡&,면적63㎡&,면적67㎡&,면적69㎡&,면적79㎡&,면적84A㎡&,면적84B㎡&,면적89㎡&,면적100㎡&,면적100㎡&",1000000015
하계동,노원구,서울특별시,KBA006388,극동,630,1980,극동.건영.벽산,255,"85.95㎡/70.56㎡&,102.47㎡/84.91㎡&,69.42㎡/55.72㎡&","면적55㎡&,면적63㎡&,면적67㎡&,면적69㎡&,면적79㎡&,면적84A㎡&,면적84B㎡&,면적89㎡&,면적100㎡&,면적100㎡&",1000000015
하계동,노원구,서울특별시,KBA011279,건영,720,1980,극동.건영.벽산,255,"56.19㎡/45.55㎡&,64.46㎡/53.14㎡&,79.33㎡/65.43㎡&,89.25㎡/74.58㎡&,102.47㎡/84.93㎡&","면적55㎡&,면적63㎡&,면적67㎡&,면적69㎡&,면적79㎡&,면적84A㎡&,면적84B㎡&,면적89㎡&,면적100㎡&,면적100㎡&",1000000015
하계동,노원구,서울특별시,KBA003954,현대(1차),720,1320,"현대,우성",261,"85.95A㎡/71.68㎡&,101.83B㎡/84.95㎡&,103.25A㎡/84.96㎡&,85.95B㎡/72.2㎡&","면적87㎡&,면적87A㎡&,면적87B㎡&,면적101A㎡&,면적102B㎡&,면적103C㎡&,면적146㎡&",1000000015
하계동,노원구,서울특별시,KBA008376,우성,600,1320,"현대,우성",261,"102.47㎡/84.91㎡&,145.45㎡/127.22㎡&","면적87㎡&,면적87A㎡&,면적87B㎡&,면적101A㎡&,면적102B㎡&,면적103C㎡&,면적146㎡&",1000000015
하계동,노원구,서울특별시,KBA008686,하계1차청구,740,700,하계1차청구,3257,106.17㎡/84.6㎡&,면적106㎡&,1000000001
도봉동,도봉구,서울특별시,KBA012985,양우내안애,150,147,양우내안애,13340,106.85㎡/84.96㎡&,면적106㎡&,1000000001
방학동,도봉구,서울특별시,KBA005627,"한화,성원",342,336,"한화,성원",282,"84.58㎡/59.88㎡&,102.99㎡/84.98㎡&","면적84㎡&,면적102㎡&",1000000001
쌍문동,도봉구,서울특별시,KBA000141,한양(2차),735,1635,"한양2,3,4차",301,"66.11㎡/48.96㎡&,79.33㎡/59.67㎡&,92.56㎡/76.92㎡&,102.47㎡/84.9㎡&","면적38㎡&,면적46㎡&,면적64㎡&,면적77A㎡&,면적78B㎡&,면적93B㎡&,면적93A㎡&,면적102A㎡&,면적102B㎡&",1000000015
쌍문동,도봉구,서울특별시,KBA001506,한양(3차),240,1635,"한양2,3,4차",301,"79.33㎡/59.67㎡&,92.56㎡/76.92㎡&,102.47㎡/84.9㎡&","면적38㎡&,면적46㎡&,면적64㎡&,면적77A㎡&,면적78B㎡&,면적93B㎡&,면적93A㎡&,면적102A㎡&,면적102B㎡&",1000000015
쌍문동,도봉구,서울특별시,KBA006549,한양(4차),660,1635,"한양2,3,4차",301,"36.36㎡/28.71㎡&,46.28㎡/35.1㎡&","면적38㎡&,면적46㎡&,면적64㎡&,면적77A㎡&,면적78B㎡&,면적93B㎡&,면적93A㎡&,면적102A㎡&,면적102B㎡&",1000000015
답십리동,동대문구,서울특별시,KBA002232,답십리대우,427,319,답십리대우,3269,"89.12㎡/59.76㎡&,108.45㎡/84.99㎡&,141.8㎡/114.94㎡&","면적89㎡&,면적108㎡&,면적141㎡&",1000000001
답십리동,동대문구,서울특별시,KBA002537,동아,1233,741,동아,3270,"89.86㎡/59.88㎡&,108.68㎡/84.72㎡&,127.99㎡/101.94㎡&,141.94㎡/114.84㎡&","면적89㎡&,면적108㎡&,면적127㎡&,면적141㎡&",1000000001
답십리동,동대문구,서울특별시,KBA008589,두산,1049,739,두산,3271,"79.16㎡/59.95㎡&,85.11㎡/59.96㎡&,108.69㎡/84.83㎡&,141.33㎡/114.97㎡&","면적79㎡&,면적85㎡&,면적108㎡&,면적141㎡&",1000000001
용두동,동대문구,서울특별시,KBA019773,래미안허브리츠,1054,844,래미안허브리츠,26192,"79.18㎡/59.96㎡&,112.33A㎡/84.97㎡&,111.82B㎡/84.96㎡&,150.53A㎡/114.98㎡&,150.19B㎡/114.96㎡&","면적79C㎡&,면적79A㎡&,면적80B㎡&,면적111B㎡&,면적112A㎡&,면적150B㎡&,면적150A㎡&",1000000001
이문동,동대문구,서울특별시,KBA001541,현대,789,601,현대,1125,"141.19㎡/114.6㎡&,86.1㎡/59.92㎡&,107.94㎡/84.56㎡&","면적86㎡&,면적107N㎡&,면적108S㎡&,면적141㎡&",1000000001
이문동,동대문구,서울특별시,KBA001157,쌍용,1563,1318,쌍용,3275,"81.19㎡/59.99㎡&,108.76㎡/84.89㎡&,140.7㎡/114.35㎡&","면적81㎡&,면적108A㎡&,면적108B㎡&,면적140㎡&",1000000001
이문동,동대문구,서울특별시,KBA011628,이문e-편한세상,1561,1378,이문e-편한세상,8199,"85.31㎡/59.95㎡&,107.25㎡/79.35㎡&,114.69㎡/84.97㎡&,147.2㎡/114.93㎡&,166.9㎡/132.46㎡&","면적85㎡&,면적107㎡&,면적114㎡&,면적147㎡&,면적166㎡&",1000000001
이문동,동대문구,서울특별시,KBA011403,중앙하이츠빌,372,302,중앙하이츠빌,9538,"81.22㎡/59.4㎡&,108.76㎡/84.81㎡&,141.74㎡/114.84㎡&","면적81㎡&,면적108㎡&,면적141㎡&",1000000001
장안동,동대문구,서울특별시,KBA016754,형인허브빌,79,42,형인허브빌,104442,"106.54B㎡/84.94㎡&,106.2C㎡/83.65㎡&,104.8A㎡/84.19㎡&","면적77㎡&,면적91㎡&,면적101㎡&,면적113㎡&",1000000001
장안동,동대문구,서울특별시,KBA017228,정은스카이빌(201동),87,89,정은스카이빌(201동),24192,"98.92㎡/84.6㎡&,143.68㎡/105.9㎡&","면적63㎡&,면적87㎡&,면적98A㎡&,면적98B㎡&,면적98C㎡&,면적132㎡&,면적143㎡&",1000000001
전농동,동대문구,서울특별시,KBA007465,동아,580,360,동아,1126,"80.7㎡/57.9㎡&,91.46㎡/70.03㎡&,105.74㎡/83.01㎡&,143.82㎡/114.81㎡&","면적80㎡&,면적91㎡&,면적105㎡&,면적143㎡&",1000000001
전농동,동대문구,서울특별시,KBA009263,전농동삼성,602,463,전농삼성(전농삼성래미안),1254,"86.65㎡/59.93㎡&,109.32㎡/84.98㎡&,145.45㎡/114.89㎡&","면적86㎡&,면적109㎡&,면적145㎡&",1000000012
전농동,동대문구,서울특별시,KBA020657,래미안아름숲,867,719,래미안아름숲,26918,"85.69A㎡/59.88㎡&,84.85B㎡/59.91㎡&,84.8C㎡/59.9㎡&,108.69㎡/84.7㎡&,110.36C㎡/84.92㎡&,111.4B㎡/84.91㎡&,111.92A㎡/84.92㎡&,145.14B㎡/114.92㎡&,144.3A㎡/114.9㎡&,109.55D㎡/84.96㎡&","면적84C㎡&,면적84B㎡&,면적85A㎡&,면적108A㎡&,면적109D㎡&,면적110C㎡&,면적111B㎡&,면적111A㎡&,면적144A㎡&,면적145B㎡&",1000000001
전농동,동대문구,서울특별시,KBA011001,전농SK,2678,1830,전농SK,3276,"80.32A㎡/59.34㎡&,109.64A㎡/84.95㎡&,141.81㎡/114.3㎡&,81.16B㎡/59.96㎡&,109.5B㎡/84.84㎡&","면적80A㎡&,면적81B㎡&,면적109B㎡&,면적109A㎡&,면적141㎡&",1000000001
제기동,동대문구,서울특별시,KBA010030,한신,1330,1070,한신,3277,"83.82㎡/59.84㎡&,108.07㎡/84.76㎡&,141.84㎡/114.88㎡&","면적83㎡&,면적108㎡&,면적141㎡&",1000000001
청량리동,동대문구,서울특별시,KBA000363,한신,1570,960,한신,1128,"85.38㎡/59.97㎡&,107.52㎡/84.92㎡&,140.57㎡/114.95㎡&","면적85㎡&,면적107㎡&,면적140㎡&",1000000001
청량리동,동대문구,서울특별시,KBA001001,홍릉동부,521,371,홍릉동부,3378,"82.23㎡/59.7㎡&,109.73㎡/84.92㎡&,144.54㎡/114.91㎡&","면적82A㎡&,면적82C㎡&,면적109㎡&,면적109E㎡&,면적109S㎡&,면적109C1㎡&,면적144㎡&",1000000001
노량진동,동작구,서울특별시,KBA005856,신동아리버파크,2621,1696,신동아리버파크,3280,"85.02㎡/59.67㎡&,109.8㎡/84.88㎡&,144.08㎡/114.75㎡&","면적85㎡&,면적109㎡&,면적144㎡&",1000000001
본동,동작구,서울특별시,KBA011652,한신휴플러스,381,247,한신휴플러스,12010,"71.69A㎡/59.9㎡&,71.47B㎡/59.72㎡&,101.53㎡/84.84㎡&,137.52㎡/114.91㎡&","면적71B㎡&,면적71A㎡&,면적101㎡&,면적137㎡&",1000000001
본동,동작구,서울특별시,KBA007193,극동(강변),126,123,극동(강변),370,99.72㎡/84.73㎡&,면적99㎡&,1000000001
사당동,동작구,서울특별시,KBA003240,신동아(5차),224,223,신동아5차,3283,"82.98㎡/59.67㎡&,109.29㎡/84.66㎡&,109.29㎡/84.65㎡&,144.79㎡/114.68㎡&","면적82㎡&,면적109A㎡&,면적109B㎡&,면적144㎡&",1000000002
상도동,동작구,서울특별시,KBA006096,상도동삼성래미안1차,681,517,상도래미안1차,3383,"84.65㎡/59.82㎡&,92.79㎡/59.82㎡&,113.26㎡/84.95㎡&,113.93㎡/84.95㎡&,146.79㎡/114.17㎡&","면적84㎡&,면적92A㎡&,면적113B㎡&,면적113C㎡&,면적120㎡&,면적146㎡&",1000000012
상도동,동작구,서울특별시,KBA011643,쌍용스윗닷홈,454,389,쌍용스윗닷홈,8872,"80.33㎡/59.57㎡&,105.62A㎡/84.95㎡&,105.69B㎡/84.91㎡&,141.61㎡/112.75㎡&","면적80㎡&,면적105B㎡&,면적105A㎡&,면적141㎡&",1000000001
공덕동,마포구,서울특별시,KBA002155,공덕삼성(1차),869,651,공덕삼성,403,"85.62㎡/59.74㎡&,112.65㎡/84.94㎡&,142.76㎡/114.88㎡&","면적85㎡&,면적112㎡&,면적142㎡&",1000000012
도화동,마포구,서울특별시,KBA010612,현대홈타운(2차),1707,914,현대홈타운,841,"79.7㎡/59.17㎡&,107.98㎡/84.95㎡&,139.06㎡/113.25㎡&","면적79㎡&,면적107㎡&,면적139㎡&",1000000012
상암동,마포구,서울특별시,KBA022779,상암월드컵파크9단지,1034,1036,상암월드컵파크9단지,101608,"114.12A㎡/84.89㎡&,116.43C㎡/84.98㎡&,114.84BD㎡/84.94㎡&","면적113B㎡&,면적114A㎡&,면적114D㎡&,면적116C㎡&",1000000001
상암동,마포구,서울특별시,KBA022780,상암월드컵파크12단지,214,380,상암월드컵파크12단지,101611,"81.23㎡/59.73㎡&,113.47A㎡/84.89㎡&,113.25B㎡/84.66㎡&,151.84A㎡/114.26㎡&,153.2B㎡/114.53㎡&,152.98C㎡/114.72㎡&","면적81A㎡&,면적113B㎡&,면적113A㎡&,면적151A㎡&,면적152C㎡&,면적153B㎡&",1000000001
성산동,마포구,서울특별시,KBA006831,성산시영(유원),1260,3710,성산시영,410,82.64㎡/59.43㎡&,"면적66㎡&,면적71㎡&,면적77㎡&",1000000015
성산동,마포구,서울특별시,KBA007058,성산시영(대우),1330,3710,성산시영,410,72.72㎡/50.03㎡&,"면적66㎡&,면적71㎡&,면적77㎡&",1000000015
성산동,마포구,서울특별시,KBA009621,성산시영(선경),1120,3710,성산시영,410,72.72㎡/50.54㎡&,"면적66㎡&,면적71㎡&,면적77㎡&",1000000015
신공덕동,마포구,서울특별시,KBA002907,신공덕1차삼성래미안,1210,833,신공덕삼성래미안1차,2992,"81.91㎡/59.76㎡&,109.25㎡/84.9㎡&,142.24㎡/114.75㎡&","면적81㎡&,면적109㎡&,면적142㎡&",1000000004
신공덕동,마포구,서울특별시,KBA002097,신공덕2차삼성래미안,561,458,신공덕삼성래미안2차,2993,"78.01㎡/59.48㎡&,108.51㎡/84.73㎡&,142.74㎡/114.5㎡&","면적78㎡&,면적108㎡&,면적142㎡&",1000000005
신수동,마포구,서울특별시,KBA024853,하나테크노빌,52,51,하나테크노빌,22046,"43㎡/31.25㎡&,43.8㎡/31.83㎡&,53.26㎡/38.7㎡&","면적43A㎡&,면적43B㎡&,면적53㎡&",1000000001
신수동,마포구,서울특별시,KBA011668,세양청마루,195,192,세양청마루,5618,"79.23㎡/57.44㎡&,105.08㎡/82.86㎡&,140.86㎡/111.88㎡&","면적79㎡&,면적105㎡&,면적140㎡&",1000000001
염리동,마포구,서울특별시,KBA002807,염리삼성래미안,683,574,염리삼성래미안,3299,"141.8㎡/114.48㎡&,81.16C㎡/59.52㎡&,81.06㎡/59.76㎡&,109㎡/84.96㎡&,81.16AB㎡/59.85㎡&","면적81㎡&,면적81B㎡&,면적81C㎡&,면적81A㎡&,면적109㎡&,면적141㎡&",1000000001
염리동,마포구,서울특별시,KBA008178,중앙하이츠,178,114,중앙하이츠,3300,"81.4㎡/60㎡&,113.71㎡/83.83㎡&","면적81㎡&,면적113㎡&",1000000001
남가좌동,서대문구,서울특별시,KBA027517,DMC파크뷰자이(2단지),962,1432,DMC파크뷰자이2단지,108066,"87.57㎡/59.97㎡&,110.3㎡/84.96㎡&","면적87㎡&,면적110A㎡&,면적110B㎡&,면적110E㎡&",1000000002
남가좌동,서대문구,서울특별시,KBA006412,남가좌삼성(1차),1472,1114,남가좌삼성1차,3479,"82.52㎡/59.97㎡&,84.14㎡/59.59㎡&,110㎡/84.9㎡&,145.14㎡/114.88㎡&","면적82C㎡&,면적84A㎡&,면적84B㎡&,면적110B㎡&,면적112A㎡&,면적145A㎡&,면적145B㎡&",1000000002
남가좌동,서대문구,서울특별시,KBA009356,남가좌동현대,1485,1155,남가좌현대,848,"94.62㎡/73.65㎡&,108.91㎡/84.78㎡&,141.01㎡/114.9㎡&,86.34㎡/59.4㎡&","면적84A㎡&,면적86B㎡&,면적94㎡&,면적108A㎡&,면적109B㎡&,면적141㎡&",1000000009
냉천동,서대문구,서울특별시,KBA019136,돈의문센트레빌,681,561,돈의문센트레빌,26046,"80.49㎡/59.98㎡&,108.37㎡/84.99㎡&,138.64㎡/114.98㎡&","면적80㎡&,면적107A㎡&,면적108B㎡&,면적137A㎡&,면적138B㎡&",1000000001
냉천동,서대문구,서울특별시,KBA007960,동부센트레빌,313,237,동부센트레빌,3392,"86.65㎡/59.86㎡&,111.76㎡/84.93㎡&,143.3㎡/114.92㎡&","면적86㎡&,면적111㎡&,면적143㎡&",1000000001
미근동,서대문구,서울특별시,KBA004981,서소문.,144,108,서소문,3482,42.64㎡/42.64㎡&,"면적36㎡&,면적42㎡&,면적48㎡&,면적51㎡&,면적52㎡&,면적56㎡&",1000000003
북가좌동,서대문구,서울특별시,KBA009026,북가좌삼호,889,616,북가좌삼호,425,"93.76㎡/75.75㎡&,103.25㎡/84.57㎡&,134.78㎡/114.03㎡&","면적93㎡&,면적103㎡&,면적134㎡&",1000000001
연희동,서대문구,서울특별시,KBA005683,홍연(1~12동).,434,191,홍연(1~12),852,"62.91㎡/52.23㎡&,79.33㎡/62.9㎡&,49.19㎡/40.33㎡&,94.21㎡/70.74㎡&,71.47㎡/54.35㎡&","면적49㎡&,면적60㎡&,면적61A㎡&,면적62B㎡&,면적71㎡&,면적94㎡&,면적97㎡&",1000000013
홍은동,서대문구,서울특별시,KBA004087,삼성빌라.,144,150,삼성,16076,"62.01㎡/62.01㎡&,74.64㎡/74.64㎡&,84.51㎡/84.51㎡&,95.13㎡/95.13㎡&","면적62㎡&,면적74㎡&,면적84㎡&,면적95㎡&",1000000012
홍은동,서대문구,서울특별시,KBA000161,홍은벽산,1509,1329,홍은벽산,432,"78.34㎡/58.64㎡&,102.5㎡/84.78㎡&,134.86㎡/114.96㎡&,164.95㎡/142.98㎡&","면적78㎡&,면적102N㎡&,면적102S㎡&,면적134㎡&,면적164㎡&",1000000001
홍제동,서대문구,서울특별시,KBA009820,문화촌현대,767,768,문화촌현대,1159,"85.94㎡/59.94㎡&,109.88㎡/84.99㎡&","면적85㎡&,면적109㎡&",1000000001
홍제동,서대문구,서울특별시,KBA005503,인왕.,132,127,인왕,1164,"58.21㎡/58.21㎡&,70.68㎡/70.68㎡&","면적56A㎡&,면적56B㎡&,면적58A㎡&,면적58B㎡&,면적70㎡&",1000000003
홍제동,서대문구,서울특별시,KBA026636,서울맨션,85,83,서울맨션,12779,"45.32㎡/45.32㎡&,49.78㎡/49.78㎡&,51.23㎡/51.07㎡&,54.94㎡/53.05㎡&","면적41㎡&,면적44A㎡&,면적45B㎡&,면적45C㎡&,면적47D㎡&,면적47A㎡&,면적48B㎡&,면적48C㎡&,면적49D㎡&,면적49E㎡&,면적50F㎡&,면적50G㎡&,면적51H㎡&,면적51I㎡&,면적51B㎡&,면적53A㎡&,면적54A㎡&,면적55B㎡&,면적59㎡&,면적63㎡&,면적65㎡&,면적70㎡&,면적76㎡&",1000000001
홍제동,서대문구,서울특별시,KBA000192,홍제원현대(3지구),1421,939,홍제원현대(홍제힐스테이트),26841,"82.56㎡/59.93㎡&,107.42㎡/84.9㎡&,140.34㎡/114.72㎡&","면적82㎡&,면적107㎡&,면적140㎡&",1000000012
홍제동,서대문구,서울특별시,KBA008489,인왕궁.,107,113,인왕궁,3500,"56.33㎡/54.02㎡&,62.81㎡/62.81㎡&,73.32㎡/71.4㎡&","면적56A㎡&,면적56B㎡&,면적62㎡&,면적73㎡&,면적81B㎡&,면적82A㎡&",1000000003
홍제동,서대문구,서울특별시,KBA006371,인왕산현대,946,700,인왕산현대(인왕산힐스테이트),945,"83.36㎡/59.93㎡&,107.55㎡/84.9㎡&,140.6㎡/114.72㎡&","면적83㎡&,면적107㎡&,면적140㎡&",1000000012
반포동,서초구,서울특별시,KBA002835,신반포(한신23차),200,40,한신,11042,62.8㎡/57.83㎡&,"면적106㎡&,면적118㎡&,면적124㎡&,면적133㎡&,면적171㎡&",1000000015
반포동,서초구,서울특별시,KBA003620,신반포(한신3차),1140,40,한신,11042,"107.48㎡/99.45㎡&,117.67㎡/108.89㎡&,131.18㎡/120.99㎡&,145.74㎡/132.94㎡&,164.69㎡/150.44㎡&","면적106㎡&,면적118㎡&,면적124㎡&,면적133㎡&,면적171㎡&",1000000015
방배동,서초구,서울특별시,KBA011706,방배대우디오빌,416,412,방배대우디오빌,19698,"38.67㎡/28.84㎡&,39.69㎡/29.6㎡&,50.51㎡/37.67㎡&","면적38A㎡&,면적39B㎡&,면적49C㎡&,면적50D㎡&",1000000001
방배동,서초구,서울특별시,KBA002997,방배대우(대우사원),104,95,방배대우(562-1),3103,111.83㎡/84.55㎡&,"면적111A㎡&,면적111B㎡&,면적111C㎡&,면적112D㎡&,면적112E㎡&",1000000012
방배동,서초구,서울특별시,KBA005784,방배삼호(신삼호),529,481,삼호4차,470,"113.05㎡/105.4㎡&,180.22㎡/164.97㎡&,202.95㎡/185.46㎡&","면적113㎡&,면적180㎡&,면적202㎡&",1000000014
방배동,서초구,서울특별시,KBA009776,삼호(1차),420,419,삼호1차,947,"80.85㎡/80.33㎡&,117.15㎡/116.13㎡&","면적80B㎡&,면적80A㎡&,면적82A㎡&,면적82B㎡&,면적117㎡&,면적164㎡&",1000000002
서초동,서초구,서울특별시,KBA011712,서초이오빌,462,461,서초이오빌,12234,"48.96㎡/36.66㎡&,57.68㎡/43.2㎡&,61.38㎡/45.96㎡&,67.79㎡/50.77㎡&,77.76㎡/58.48㎡&","면적48N㎡&,면적48S㎡&,면적57㎡&,면적61E㎡&,면적61W㎡&,면적67㎡&,면적77㎡&",1000000001
서초동,서초구,서울특별시,KBA000249,서초한신리빙타워,104,103,서초한신리빙타워,3518,"56.21㎡/42.56㎡&,63.24㎡/47.87㎡&,112.11㎡/84.86㎡&,166.85㎡/126.29㎡&","면적56㎡&,면적63㎡&,면적112㎡&,면적166㎡&",1000000001
서초동,서초구,서울특별시,KBA008320,현대,413,412,현대,840,"91.52㎡/62.05㎡&,92.42㎡/74.12㎡&,109.27㎡/84.33㎡&","면적91A㎡&,면적92B㎡&,면적102S㎡&,면적103R㎡&,면적103L㎡&,면적103㎡&,면적109㎡&",1000000001
서초동,서초구,서울특별시,KBA002494,서초동삼성쉐르빌II,366,365,삼성쉐르빌II,9615,"50.63㎡/35.22㎡&,73.48㎡/52.83㎡&,101.38㎡/70.49㎡&","면적50㎡&,면적69㎡&,면적73㎡&,면적75㎡&,면적101㎡&",1000000013
양재동,서초구,서울특별시,KBA006410,우성,944,794,양재우성,504,"89.42㎡/73.15㎡&,101.38㎡/84.88㎡&,102.54㎡/84.69㎡&","면적89㎡&,면적100㎡&,면적101S㎡&,면적101N㎡&",1000000010
잠원동,서초구,서울특별시,KBA003984,신반포(한신18차),308,182,신반포18차(337동),523,"55.63㎡/50.64㎡&,122.74㎡/111.75㎡&","면적55㎡&,면적122㎡&",1000000012
잠원동,서초구,서울특별시,KBA008732,반포한신타워,250,248,반포한신타워,540,"83.77㎡/59.4㎡&,97.14㎡/68.09㎡&,106.91B㎡/84.93㎡&,121.76㎡/96.72㎡&,131.05㎡/104.1㎡&,159.44㎡/131.88㎡&","면적83㎡&,면적84㎡&,면적94㎡&,면적97㎡&,면적106A㎡&,면적106B㎡&,면적115㎡&,면적121㎡&,면적131㎡&,면적158A㎡&,면적159B㎡&,면적159C㎡&,면적159D㎡&",1000000001
금호동,성동구,서울특별시,KBA023832,금호자이1차,497,401,금호자이1차,100340,"83.96㎡/59.99㎡&,111.6㎡/84.97㎡&,140.01㎡/117.18㎡&","면적83A㎡&,면적84B㎡&,면적111A㎡&,면적111B㎡&,면적140㎡&",1000000001
금호동,성동구,서울특별시,KBA006500,벽산,2921,1707,벽산,1286,"78.09㎡/59.9㎡&,86.44㎡/59.9㎡&,108.59㎡/84.82㎡&,110.58㎡/84.82㎡&,141.41㎡/114.57㎡&","면적78㎡&,면적86㎡&,면적108A㎡&,면적110B㎡&,면적141㎡&",1000000001
금호동,성동구,서울특별시,KBA020601,래미안하이리버,1057,847,래미안하이리버,27575,"85.02㎡/59.99㎡&,110.73㎡/84.98㎡&,149.92㎡/114.32㎡&","면적84C㎡&,면적85A㎡&,면적85B㎡&,면적108C㎡&,면적110B㎡&,면적110D㎡&,면적110A㎡&,면적149㎡&",1000000001
금호동,성동구,서울특별시,KBA009677,금호동대우,1689,1181,금호대우,2975,"79.74㎡/59.97㎡&,109.27㎡/84.71㎡&,112.97㎡/84.96㎡&,145.72㎡/114.71㎡&","면적79A㎡&,면적79B㎡&,면적79C㎡&,면적109㎡&,면적112㎡&,면적145A㎡&,면적145B㎡&,면적145C㎡&",1000000009
성수동,성동구,서울특별시,KBA010535,장미.,155,173,장미,558,"58.71㎡/49.23㎡&,64.23㎡/53.87㎡&,81.8㎡/68.66㎡&","면적58㎡&,면적64㎡&,면적65㎡&,면적79㎡&,면적81㎡&",1000000003
옥수동,성동구,서울특별시,KBA024787,래미안옥수리버젠,1821,1511,래미안옥수리버젠,100692,"148.38㎡/113.52㎡&,149.13㎡/113.74㎡&,174.62㎡/134.13㎡&,79.61㎡/59.25㎡&,111.2㎡/84.73㎡&","면적79B㎡&,면적79C㎡&,면적80D㎡&,면적80A㎡&,면적110C㎡&,면적111B㎡&,면적111A㎡&,면적148A㎡&,면적149B㎡&,면적174㎡&",1000000001
옥수동,성동구,서울특별시,KBA009577,옥수삼성,1444,1114,옥수삼성,1179,"85.69㎡/59.7㎡&,106.94㎡/84.82㎡&,144.57㎡/114.66㎡&","면적85㎡&,면적106㎡&,면적144㎡&",1000000001
용답동,성동구,서울특별시,KBA019448,YM프라젠,83,88,와이엠프라젠,26171,"79.82㎡/59.94㎡&,105.88㎡/84.95㎡&","면적60㎡&,면적79㎡&,면적105㎡&",1000000012
하왕십리동,성동구,서울특별시,KBA006952,금호베스트빌,732,458,금호베스트빌,3532,"87.07㎡/59.79㎡&,110.16㎡/84.97㎡&,144.36㎡/114.73㎡&,150.03㎡/114.93㎡&","면적87㎡&,면적110㎡&,면적144㎡&,면적150㎡&",1000000001
행당동,성동구,서울특별시,KBA007545,행당한신,1569,1410,행당한신,2977,"81.27A㎡/59.91㎡&,108.56㎡/84.95㎡&,142.42㎡/114.97㎡&,80.99B㎡/59.94㎡&","면적80B㎡&,면적81A㎡&,면적108㎡&,면적142㎡&",1000000001
행당동,성동구,서울특별시,KBA010704,행당한진타운,2851,2123,행당한진타운,878,"108.47㎡/84.71㎡&,144.37㎡/114.62㎡&,86.96㎡/59.96㎡&","면적86㎡&,면적108㎡&,면적144㎡&",1000000001
