KB_REGN_NM,KB_REGN_NM,KB_REGN_NM,CMPX_IDF_ID,CMPX_IDF_NM,TOT_HSHL_CNT,NV세대수,NV_CMPX_NM,NV_CMPX_ID,KB주택형,NV주택형,REG_USER_ID
진관동,은평구,서울특별시,KBA021957,은평뉴타운박석고개(1단지),606,947,은평뉴타운박석고개힐스테이트1단지,26869,"79.54㎡/59.85㎡&,133.24㎡/101.83㎡&,175.46㎡/134.84㎡&,111.23㎡/84.72㎡&","면적79D㎡&,면적79B㎡&,면적79A㎡&,면적79C㎡&,면적110B㎡&,면적110C㎡&,면적111A㎡&,면적133AA㎡&,면적134AB㎡&,면적175㎡&",1000000013
진관동,은평구,서울특별시,KBA021951,은평뉴타운박석고개(12단지),303,660,은평뉴타운박석고개힐스테이트12단지,26870,"79.91㎡/59.85㎡&,111.75㎡/84.72㎡&,176.29㎡/134.84㎡&","면적79㎡&,면적111B㎡&,면적111A㎡&,면적176㎡&",1000000012
진관동,은평구,서울특별시,KBA021776,은평뉴타운마고정2단지,241,434,은평뉴타운마고정2단지,26871,"128.67A2㎡/101.98㎡&,168.71㎡/134.96㎡&,209.28㎡/167.14㎡&,128.02A1㎡/101.81㎡&,107.17㎡/84.04㎡&,75.06㎡/59.36㎡&","면적75B㎡&,면적75A㎡&,면적75A1㎡&,면적105A㎡&,면적106D㎡&,면적107E1㎡&,면적107F㎡&,면적107복B㎡&,면적109복A㎡&,면적128A1㎡&,면적128A2㎡&,면적131복D㎡&,면적132복A㎡&,면적168A1㎡&,면적172복E1㎡&,면적209㎡&,면적214복㎡&",1000000001
진관동,은평구,서울특별시,KBA021777,은평뉴타운마고정11단지,184,469,은평뉴타운마고정11단지,26879,"106.72A㎡/84.17㎡&,110.4㎡/84.35㎡&,168.86A㎡/134.96㎡&,215.28P㎡/167.49㎡&,171.31MA㎡/134.26㎡&,107.2B㎡/84.34㎡&,112.45㎡/84.92㎡&,174.59MB㎡/134.77㎡&","면적106B㎡&,면적107C㎡&,면적110C㎡&,면적112㎡&,면적168㎡&,면적171㎡&,면적174㎡&,면적215㎡&",1000000001
구기동,종로구,서울특별시,KBA008018,현대구기빌라,150,139,구기현대,16513,"93.96A2㎡/84.42㎡&,106.23복층㎡/84.42㎡&,108.83A1㎡/73.4㎡&","면적93㎡&,면적99B㎡&,면적99A㎡&,면적106㎡&,면적108㎡&,면적123㎡&",1000000013
무악동,종로구,서울특별시,KBA005697,무악현대,1514,964,무악현대,1235,"84.33㎡/60㎡&,109.88㎡/84.92㎡&,141.72㎡/114.9㎡&","면적84㎡&,면적96㎡&,면적109㎡&,면적141㎡&",1000000001
창신동,종로구,서울특별시,KBA015848,엠아이디그린,139,129,엠아이디그린,13511,"74.45㎡/58.96㎡&,73.1㎡/59.04㎡&,76.25㎡/63.45㎡&","면적65㎡&,면적70㎡&,면적70㎡&,면적73A㎡&,면적73B㎡&,면적74A㎡&,면적74B㎡&,면적75C㎡&,면적76D㎡&,면적79㎡&",1000000001
창신동,종로구,서울특별시,KBA008506,동대문.,132,131,동대문,3827,28.8㎡/28.8㎡&,"면적28A㎡&,면적28B㎡&,면적28C㎡&",1000000003
묵정동,중구,서울특별시,KBA003606,묵정.,120,119,묵정,11182,56.07㎡/52.46㎡&,"면적56㎡&,면적112㎡&",1000000003
신당동,중구,서울특별시,KBA007817,신당동삼성,1434,994,신당삼성,1237,"80.15A㎡/59.98㎡&,107.86㎡/84.96㎡&,141.22㎡/114.91㎡&,79.62BC㎡/59.97㎡&","면적79B㎡&,면적79C㎡&,면적80A㎡&,면적107㎡&,면적141㎡&",1000000009
신당동,중구,서울특별시,KBA020562,래미안신당하이베르,945,784,래미안하이베르,27820,"79.1㎡/59.74㎡&,80.11㎡/59.95㎡&,88.69㎡/59.98㎡&,107.31㎡/84.97㎡&,112.49㎡/84.98㎡&,149.63㎡/117㎡&","면적79A㎡&,면적80B㎡&,면적88㎡&,면적107A㎡&,면적107B㎡&,면적112㎡&,면적149㎡&",1000000010
충무로,중구,서울특별시,KBA009261,진양,287,285,진양상가,15839,"71.93㎡/71.93㎡&,78.28㎡/78.28㎡&,95.8㎡/95.8㎡&,107.9㎡/107.9㎡&,101.19㎡/101.19㎡&","면적71A㎡&,면적71B㎡&,면적72C㎡&,면적72D㎡&,면적78㎡&,면적87㎡&,면적95A㎡&,면적95B㎡&,면적95C㎡&,면적101㎡&,면적107㎡&,면적132㎡&,면적143㎡&,면적159㎡&,면적239㎡&",1000000012
회현동,중구,서울특별시,KBA007585,삼풍.,122,117,삼풍,1239,"48.84㎡/46.85㎡&,68.96㎡/63.58㎡&,98.53㎡/95.54㎡&","면적48A㎡&,면적49B㎡&,면적50C㎡&,면적50D㎡&,면적51A㎡&,면적51B㎡&,면적61A㎡&,면적62B㎡&,면적66A㎡&,면적66B㎡&,면적68A㎡&,면적68B㎡&,면적68E㎡&,면적68C㎡&,면적68D㎡&,면적71A㎡&,면적71B㎡&,면적71C㎡&,면적72D㎡&,면적74E㎡&,면적74㎡&,면적83㎡&,면적86㎡&,면적90㎡&,면적98㎡&,면적98A㎡&,면적98B㎡&,면적98C㎡&,면적102㎡&,면적106A㎡&,면적106B㎡&,면적144㎡&",1000000003
망우동,중랑구,서울특별시,KBA019769,한일써너스빌리젠시1단지,274,128,한일써너스빌리젠시1단지,22842,"107.05A㎡/84.48㎡&,106.62B㎡/84.16㎡&,107.19C㎡/84.6㎡&,133.53㎡/105.38㎡&,111.27A㎡/84.66㎡&,111.37B㎡/84.74㎡&,111.3C㎡/84.69㎡&","면적111A㎡&,면적111C㎡&,면적111B㎡&",1000000001
면목동,중랑구,서울특별시,KBA007482,면목두산(2차/3차),344,172,면목두산2단지,832,"111.79㎡/84.77㎡&,176.97㎡/134.2㎡&","면적111㎡&,면적176㎡&",1000000012
신내동,중랑구,서울특별시,KBA007339,동성(2차),358,1047,"동성1,2차",1248,"82.64㎡/59.4㎡&,109.09㎡/84.28㎡&","면적82㎡&,면적87㎡&,면적102A㎡&,면적103B㎡&,면적106㎡&,면적146㎡&,면적149㎡&",1000000015
신내동,중랑구,서울특별시,KBA007372,동성(1차),689,1047,"동성1,2차",1248,"82.64㎡/59.4㎡&,85.95㎡/65.56㎡&,102.47㎡/84.98㎡&,105.78㎡/84.28㎡&,148.76㎡/125.48㎡&,152.06㎡/125.48㎡&","면적82㎡&,면적87㎡&,면적102A㎡&,면적103B㎡&,면적106㎡&,면적146㎡&,면적149㎡&",1000000015
신내동,중랑구,서울특별시,KBA004067,신내(9단지),1315,1650,신내9단지진흥,817,"47.2㎡/33.18㎡&,56.65㎡/39.84㎡&,71㎡/49.82㎡&","면적47㎡&,면적56㎡&,면적71㎡&",1000000013
중화동,중랑구,서울특별시,KBA022254,미영리치타운,116,111,미영리치타운,100516,110.15㎡/84.9㎡&,"면적101㎡&,면적110㎡&",1000000001
중화동,중랑구,서울특별시,KBA004996,한신(2차),230,1544,한신,824,"82.64㎡/59.76㎡&,109.09㎡/84.03㎡&","면적72㎡&,면적83㎡&,면적87㎡&,면적108㎡&,면적108C㎡&,면적110A㎡&,면적110B㎡&,면적116㎡&",1000000015
중화동,중랑구,서울특별시,KBA010175,한신(1차),1314,1544,한신,824,"69.42㎡/50.37㎡&,82.64㎡/59.76㎡&,109.09㎡/84.03㎡&,115.7㎡/84.87㎡&","면적72㎡&,면적83㎡&,면적87㎡&,면적108㎡&,면적108C㎡&,면적110A㎡&,면적110B㎡&,면적116㎡&",1000000015
관산동,고양시,경기도,KBA013111,중앙,98,99,중앙,14456,"74.65㎡/57.87㎡&,108.21㎡/84.24㎡&,67.16㎡/52.29㎡&","면적67㎡&,면적74㎡&,면적99㎡&,면적108㎡&",1000000001
대화동,고양시,경기도,KBA011805,대화(양우내안애),655,1255,"대화5,6단지일신건영",8129,"77.17㎡/59.94㎡&,105.03㎡/84.22㎡&","면적111A㎡&,면적112B㎡&",1000000015
대화동,고양시,경기도,KBA011807,대화(일신건영휴먼빌),1255,1255,"대화5,6단지일신건영",8129,"111.72A㎡/84.36㎡&,112.49B㎡/84.28㎡&","면적111A㎡&,면적112B㎡&",1000000014
대화동,고양시,경기도,KBA011805,대화(양우내안애),655,655,대화7단지양우내안애,8130,"77.17㎡/59.94㎡&,105.03㎡/84.22㎡&","면적77㎡&,면적105㎡&",1000000015
마두동,고양시,경기도,KBA001330,백마마을(3단지금호),558,1116,"백마3단지금호,한양",25588,"56.19㎡/41.85㎡&,102.47㎡/83.77㎡&","면적54B㎡&,면적57A㎡&,면적102A㎡&,면적103B㎡&",1000000014
마두동,고양시,경기도,KBA009972,백마마을(3단지한양),558,1116,"백마3단지금호,한양",25588,"52.89㎡/41.13㎡&,102.47㎡/84.94㎡&","면적54B㎡&,면적57A㎡&,면적102A㎡&,면적103B㎡&",1000000014
마두동,고양시,경기도,KBA002111,강촌마을(선경),352,702,강촌선경코오롱,25777,"122.31㎡/101.76㎡&,161.98㎡/134.68㎡&","면적121(선경)㎡&,면적123(코오롱)㎡&,면적148(코오롱)㎡&,면적159(선경)㎡&,면적165(코오롱)㎡&",1000000015
마두동,고양시,경기도,KBA004755,강촌마을(코오롱),350,702,강촌선경코오롱,25777,"122.31㎡/101.94㎡&,148.76㎡/123.75㎡&,165.29㎡/134.88㎡&","면적121(선경)㎡&,면적123(코오롱)㎡&,면적148(코오롱)㎡&,면적159(선경)㎡&,면적165(코오롱)㎡&",1000000014
마두동,고양시,경기도,KBA001225,백마(쌍용),576,1152,"백마5단지쌍용,한성",2928,"72.72㎡/50.16㎡&,89.25㎡/70.43㎡&,105.78㎡/84.88㎡&,122.31㎡/101.76㎡&,161.98㎡/134.73㎡&","면적73㎡&,면적89㎡&,면적106㎡&,면적122㎡&,면적158㎡&",1000000014
마두동,고양시,경기도,KBA008047,백마마을(한성),576,1152,"백마5단지쌍용,한성",2928,"72.72㎡/50.16㎡&,91.53㎡/70.43㎡&,105.78㎡/84.88㎡&,122.31㎡/101.76㎡&,161.98㎡/134.73㎡&","면적73㎡&,면적89㎡&,면적106㎡&,면적122㎡&,면적158㎡&",1000000014
마두동,고양시,경기도,KBA000685,백마(청구4단지),334,668,"백마4단지한양,청구",2931,"122.31㎡/101㎡&,161.98㎡/134.87㎡&","면적120B㎡&,면적121A㎡&,면적159A㎡&,면적159B㎡&",1000000013
백석동,고양시,경기도,KBA008794,백송(6단지벽산),228,456,"백송대우,벽산",2935,"76.03㎡/58.62㎡&,89.25㎡/69.33㎡&,109.09㎡/84.76㎡&","면적77㎡&,면적87㎡&,면적105㎡&",1000000015
백석동,고양시,경기도,KBA010810,백송(대우),228,456,"백송대우,벽산",2935,"76.03㎡/58.62㎡&,89.25㎡/69.33㎡&,109.09㎡/84.76㎡&","면적77㎡&,면적87㎡&,면적105㎡&",1000000015
백석동,고양시,경기도,KBA004747,백송마을(5단지삼호),393,786,"백송풍림,삼호",2945,"72.72㎡/59.7㎡&,76.03㎡/59.99㎡&,102.47㎡/84.69㎡&","면적73A㎡&,면적73B㎡&,면적76B㎡&,면적76A㎡&,면적103B㎡&,면적104A㎡&",1000000015
백석동,고양시,경기도,KBA006718,백송마을(5단지풍림),393,786,"백송풍림,삼호",2945,"72.72㎡/59.7㎡&,76.03㎡/59.99㎡&,102.47㎡/84.83㎡&","면적73A㎡&,면적73B㎡&,면적76B㎡&,면적76A㎡&,면적103B㎡&,면적104A㎡&",1000000015
성사동,고양시,경기도,KBA009846,"미도6차(6,7동)",100,99,미도6차,101266,"56.75㎡/42.03㎡&,62.14㎡/46.08㎡&,80.61㎡/61.56㎡&","면적56㎡&,면적62㎡&,면적80㎡&",1000000013
일산동,고양시,경기도,KBA003801,미주8차,179,233,미주8차,1510,"79.33㎡/59.67㎡&,112.39㎡/84.42㎡&","면적81㎡&,면적110㎡&,면적112A㎡&,면적113B㎡&,면적124㎡&,면적220㎡&,면적226㎡&,면적249㎡&",1000000001
일산동,고양시,경기도,KBA004652,"후곡(5단지영풍,한진)",360,358,후곡5단지영풍한진,2956,"123.51㎡/101.64㎡&,151.36㎡/128.82㎡&,182.72㎡/157.65㎡&","면적123㎡&,면적151㎡&,면적182㎡&",1000000012
일산동,고양시,경기도,KBA005851,후곡(6단지동부),338,676,후곡6단지건영동부,2966,"69.42㎡/51.06㎡&,89.25㎡/65.8㎡&,105.78㎡/84.93㎡&","면적65(건영)㎡&,면적69(동부)㎡&,면적89(동부)㎡&,면적90(건영)㎡&,면적104(동부)㎡&,면적107(건영)㎡&",1000000015
일산동,고양시,경기도,KBA007179,후곡(6단지건영),338,676,후곡6단지건영동부,2966,"66.11㎡/50.55㎡&,92.56㎡/72.56㎡&,109.09㎡/84.5㎡&","면적65(건영)㎡&,면적69(동부)㎡&,면적89(동부)㎡&,면적90(건영)㎡&,면적104(동부)㎡&,면적107(건영)㎡&",1000000015
일산동,고양시,경기도,KBA011801,산들(6단지베르빌),474,466,산들6단지베르빌,9458,106.37㎡/84.93㎡&,면적106㎡&,1000000002
장항동,고양시,경기도,KBA005646,호수(3단지삼환),436,876,호수3단지삼환유원,1355,155.37㎡/132.33㎡&,"면적121유원㎡&,면적154삼환㎡&,면적154유원㎡&,면적183유원㎡&",1000000015
장항동,고양시,경기도,KBA010607,호수(3단지유원),440,876,호수3단지삼환유원,1355,"122.31㎡/101.85㎡&,155.37㎡/132.33㎡&,185.12㎡/157.33㎡&","면적121유원㎡&,면적154삼환㎡&,면적154유원㎡&,면적183유원㎡&",1000000015
장항동,고양시,경기도,KBA007417,호수(4단지롯데),236,472,호수4단지럭키롯데,17253,"122.31㎡/99.96㎡&,161.98㎡/134.88㎡&,191.73㎡/162.24㎡&","면적121럭키㎡&,면적121롯데㎡&,면적158롯데㎡&,면적158럭키㎡&,면적187럭키㎡&,면적188롯데㎡&",1000000013
주교동,고양시,경기도,KBA018067,세창짜임,110,109,고양주교세창짜임,18928,"96.26㎡/76.54㎡&,106.84㎡/84.95㎡&,115.93㎡/92.18㎡&","면적96㎡&,면적106A㎡&,면적106B㎡&,면적115A㎡&,면적116B㎡&",1000000012
주엽동,고양시,경기도,KBA006119,강선(1단지대우),260,520,"강선1단지대우,벽산",1367,"122.31㎡/101.94㎡&,155.37㎡/131.46㎡&,188.43㎡/160.44㎡&","면적122㎡&,면적152A㎡&,면적154B㎡&,면적155C㎡&,면적184㎡&",1000000015
주엽동,고양시,경기도,KBA008107,강선(1단지벽산),260,520,"강선1단지대우,벽산",1367,"122.31㎡/101.94㎡&,155.37㎡/131.46㎡&,188.43㎡/160.44㎡&","면적122㎡&,면적152A㎡&,면적154B㎡&,면적155C㎡&,면적184㎡&",1000000015
주엽동,고양시,경기도,KBA004723,문촌(5단지쌍용),214,432,문촌5단지쌍용한일,1384,"135.53㎡/113.28㎡&,161.98㎡/134.07㎡&,185.12㎡/152.2㎡&,122.31㎡/101.88㎡&,221.48㎡/183.57㎡&","면적120A(쌍용)㎡&,면적120B(한일)㎡&,면적134(쌍용)㎡&,면적139(한일)㎡&,면적154(한일)㎡&,면적158(쌍용)㎡&,면적180(쌍용)㎡&,면적187(한일)㎡&,면적208(한일)㎡&,면적217(쌍용)㎡&",1000000015
주엽동,고양시,경기도,KBA005678,문촌(5단지한일),218,432,문촌5단지쌍용한일,1384,"122.31㎡/101.89㎡&,142.14㎡/117.52㎡&,158.67㎡/130.51㎡&,191.73㎡/157.72㎡&,211.57㎡/175.87㎡&","면적120A(쌍용)㎡&,면적120B(한일)㎡&,면적134(쌍용)㎡&,면적139(한일)㎡&,면적154(한일)㎡&,면적158(쌍용)㎡&,면적180(쌍용)㎡&,면적187(한일)㎡&,면적208(한일)㎡&,면적217(쌍용)㎡&",1000000015
주엽동,고양시,경기도,KBA000456,문촌(7단지주공),505,1150,문촌7단지주공,1389,"63.7㎡/42.75㎡&,68.93㎡/49.69㎡&","면적63㎡&,면적68㎡&",1000000002
주엽동,고양시,경기도,KBA005288,문촌(9단지주공),416,912,문촌9단지주공,1390,"63.7㎡/42.75㎡&,68.93㎡/49.69㎡&","면적63㎡&,면적68㎡&",1000000002
주엽동,고양시,경기도,KBA004227,강선(6단지한양),278,556,"강선6단지금호,한양",25867,"122.31㎡/101.82㎡&,228.1㎡/192.99㎡&,165.29㎡/134.96㎡&,198.34㎡/165.08㎡&","면적120㎡&,면적161A㎡&,면적162B㎡&,면적191㎡&,면적219㎡&",1000000013
주엽동,고양시,경기도,KBA000332,강선(13단지뉴서울),289,288,강선13단지뉴서울,3859,56.73㎡/40.32㎡&,면적56㎡&,1000000002
탄현동,고양시,경기도,KBA007698,탄현마을(1단지경남),240,480,"탄현1단지경남,진로",1518,"128.92㎡/101.86㎡&,148.76㎡/122.76㎡&","면적124(경남)㎡&,면적124(진로)㎡&,면적144(경남)㎡&,면적144(진로)㎡&",1000000015
탄현동,고양시,경기도,KBA010980,탄현마을(1단지진로),240,480,"탄현1단지경남,진로",1518,"128.92㎡/101.86㎡&,148.76㎡/122.76㎡&","면적124(경남)㎡&,면적124(진로)㎡&,면적144(경남)㎡&,면적144(진로)㎡&",1000000015
탄현동,고양시,경기도,KBA001439,탄현마을(6단지현대),484,968,"탄현6단지현대,한신",1522,"85.95㎡/68.04㎡&,105.78㎡/84.36㎡&","면적85(현대)㎡&,면적85(한신)㎡&,면적105(한신)㎡&,면적105(현대)㎡&",1000000015
탄현동,고양시,경기도,KBA008368,탄현마을(6단지한신),484,968,"탄현6단지현대,한신",1522,"85.95㎡/68.04㎡&,105.78㎡/84.24㎡&","면적85(현대)㎡&,면적85(한신)㎡&,면적105(한신)㎡&,면적105(현대)㎡&",1000000015
행신동,고양시,경기도,KBA010285,동문,167,19,동문,13578,"85.63㎡/58.98㎡&,107.15㎡/84.96㎡&","면적137㎡&,면적166㎡&",1000000001
행신동,고양시,경기도,KBA005322,무원10(라이프),396,792,무원10단지서광라이프,1531,105.78㎡/84.99㎡&,면적104㎡&,1000000014
행신동,고양시,경기도,KBA008607,무원10(서광),396,792,무원10단지서광라이프,1531,105.78㎡/84.99㎡&,면적104㎡&,1000000014
행신동,고양시,경기도,KBA004066,무원5(쌍용),318,636,무원5단지쌍용한진,1534,"122.31㎡/101.88㎡&,158.67㎡/134.07㎡&","면적122(한진)㎡&,면적122(쌍용)㎡&,면적157㎡&",1000000014
행신동,고양시,경기도,KBA008862,무원5(한진),636,636,무원5단지쌍용한진,1534,"122.31㎡/101.88㎡&,158.67㎡/134.07㎡&","면적122(한진)㎡&,면적122(쌍용)㎡&,면적157㎡&",1000000015
행신동,고양시,경기도,KBA009954,윤창(2차),102,100,윤창2차,26161,"84.38㎡/59.16㎡&,106.43㎡/84.96㎡&","면적84㎡&,면적106㎡&",1000000002
행신동,고양시,경기도,KBA002419,무궁화,106,107,무궁화,8720,"95.22㎡/74.94㎡&,111.6㎡/83.56㎡&,121.25㎡/91.26㎡&,119㎡/97.59㎡&,144.89㎡/108.48㎡&,149.71㎡/112.68㎡&,102.92㎡/80.88㎡&,68.59㎡/48.78㎡&","면적68㎡&,면적94B㎡&,면적95A㎡&,면적102㎡&,면적111㎡&,면적121A㎡&,면적123B㎡&,면적144㎡&,면적149㎡&,면적262㎡&",1000000001
행신동,고양시,경기도,KBA002664,햇빛(일신건영),916,916,"햇빛24단지일신건영,동신",9970,"125.62㎡/99.78㎡&,161.98㎡/134.82㎡&,198.34㎡/164.97㎡&","면적125(일신)㎡&,면적125(동신)㎡&,면적163(일신)㎡&,면적163(동신)㎡&,면적196(일신)㎡&,면적196(동신)㎡&",1000000015
행신동,고양시,경기도,KBA005436,햇빛(동신),916,916,"햇빛24단지일신건영,동신",9970,"125.62㎡/99.78㎡&,161.98㎡/134.82㎡&,198.34㎡/164.97㎡&","면적125(일신)㎡&,면적125(동신)㎡&,면적163(일신)㎡&,면적163(동신)㎡&,면적196(일신)㎡&,면적196(동신)㎡&",1000000015
화정동,고양시,경기도,KBA002459,달빛(1단지동부),446,1784,달빛1단지,11336,"89.25㎡/72.27㎡&,105.78㎡/84.9㎡&","면적90㎡&,면적104㎡&",1000000015
화정동,고양시,경기도,KBA002821,달빛(1단지경남),446,1784,달빛1단지,11336,"89.25㎡/72.27㎡&,105.78㎡/84.9㎡&","면적90㎡&,면적104㎡&",1000000015
화정동,고양시,경기도,KBA003930,달빛(1단지극동),446,1784,달빛1단지,11336,"89.25㎡/72.27㎡&,105.78㎡/84.9㎡&","면적90㎡&,면적104㎡&",1000000015
화정동,고양시,경기도,KBA011429,달빛(1단지진덕),446,1784,달빛1단지,11336,"89.25㎡/72.27㎡&,105.78㎡/84.9㎡&","면적90㎡&,면적104㎡&",1000000015
화정동,고양시,경기도,KBA000131,별빛(한일9단지),502,2008,"별빛9단지벽산,코오롱,한일,기산",1559,"89.25㎡/70.2㎡&,109.09㎡/84.93㎡&","면적90㎡&,면적105㎡&",1000000015
화정동,고양시,경기도,KBA003211,별빛(코오롱9단지),502,2008,"별빛9단지벽산,코오롱,한일,기산",1559,"89.25㎡/70.2㎡&,109.09㎡/84.93㎡&","면적90㎡&,면적105㎡&",1000000015
화정동,고양시,경기도,KBA004075,별빛(기산9단지),502,2008,"별빛9단지벽산,코오롱,한일,기산",1559,"89.25㎡/70.2㎡&,109.09㎡/84.93㎡&","면적90㎡&,면적105㎡&",1000000015
화정동,고양시,경기도,KBA006102,별빛(현대7단지),568,1136,"별빛7단지청구,현대",1562,109.09㎡/84.95㎡&,면적108㎡&,1000000015
화정동,고양시,경기도,KBA007641,별빛(청구7단지),568,1136,"별빛7단지청구,현대",1562,109.09㎡/85㎡&,면적108㎡&,1000000015
화정동,고양시,경기도,KBA002818,옥빛(주공15단지),1391,1392,옥빛15단지주공,1567,"83.37㎡/59.56㎡&,89.16B㎡/59.97㎡&,85.95A㎡/59.97㎡&","면적82A㎡&,면적83B㎡&,면적85C㎡&,면적85D㎡&,면적87A㎡&,면적89B㎡&",1000000013
화정동,고양시,경기도,KBA001460,옥빛(풍산),112,96,옥빛15단지풍산,1570,76.9㎡/56.88㎡&,면적76㎡&,1000000012
화정동,고양시,경기도,KBA000524,은빛(5단지삼익주택),384,2032,은빛5단지,1571,"125.62㎡/101.35㎡&,161.98㎡/134.83㎡&,195.04㎡/164.95㎡&","면적122A㎡&,면적123B㎡&,면적158㎡&,면적192㎡&",1000000013
중산동,고양시,경기도,KBA001364,중산마을5단지동부,270,540,"중산5단지동부,건영",13812,72.72㎡/59.93㎡&,"면적72A㎡&,면적72B㎡&,면적72C㎡&,면적72D㎡&",1000000015
중산동,고양시,경기도,KBA009171,중산마을5단지건영,270,540,"중산5단지동부,건영",13812,72.72㎡/59.94㎡&,"면적72A㎡&,면적72B㎡&,면적72C㎡&,면적72D㎡&",1000000015
별양동,과천시,경기도,KBA007065,주공(6단지),1070,1262,주공6단지,1582,"52.89㎡/47.3㎡&,59.5㎡/54.48㎡&,82.64㎡/73.73㎡&,89.25㎡/82.17㎡&","면적53㎡&,면적61㎡&,면적80㎡&,면적87㎡&,면적88C㎡&,면적88A㎡&,면적89B㎡&",1000000014
원문동,과천시,경기도,KBA006983,"주공(2단지)(201~231동,301~307동)",1620,1370,주공2단지,1586,"25.42㎡/20.2㎡&,52.89㎡/45.22㎡&,59.5㎡/52.23㎡&","면적25㎡&,면적52㎡&,면적59㎡&",1000000014
광명동,광명시,경기도,KBA020170,팰리스필(2차),156,157,팰리스필2차,25979,"81.15㎡/63.56㎡&,104.38㎡/82.18㎡&,107.64A㎡/84.95㎡&,107.7B㎡/84.92㎡&,142.04㎡/112.21㎡&","면적81㎡&,면적104A㎡&,면적107A㎡&,면적107B㎡&,면적119B㎡&,면적142㎡&",1000000002
소하동,광명시,경기도,KBA023259,광명역세권휴먼시아4단지,740,730,광명역세권휴먼시아4단지,100253,"99.99㎡/74.98㎡&,112.26㎡/84.18㎡&,113.34㎡/84.99㎡&,99.99탑층㎡/74.98㎡&,112.26탑층㎡/84.18㎡&,113.34탑층㎡/84.99㎡&","면적99B㎡&,면적99A㎡&,면적99A-1㎡&,면적112A㎡&,면적112D㎡&,면적112D-1㎡&,면적112B㎡&,면적113C㎡&,면적113E㎡&,면적113E-1㎡&",1000000001
소하동,광명시,경기도,KBA011813,동양(2차),763,762,동양2차,3564,"80.78㎡/59.96㎡&,105.83㎡/84.98㎡&,142.91㎡/119.24㎡&","면적80㎡&,면적105㎡&,면적142㎡&",1000000002
하안동,광명시,경기도,KBA004670,주공8단지,1430,1680,주공8단지,1635,"63.64㎡/45.77㎡&,82.57㎡/59.39㎡&,105.49㎡/79.07㎡&","면적63㎡&,면적74㎡&,면적80A㎡&,면적82B㎡&,면적85㎡&,면적100㎡&,면적105㎡&",1000000001
교문동,구리시,경기도,KBA005815,구리(우성),342,682,"구리우성,한양",1640,"79.33㎡/60.56㎡&,105.78㎡/84.9㎡&,125.62㎡/101.37㎡&,161.98㎡/133.93㎡&","면적80㎡&,면적99㎡&,면적106㎡&,면적112㎡&,면적125A㎡&,면적126B㎡&,면적146㎡&,면적161A㎡&,면적162B㎡&",1000000015
교문동,구리시,경기도,KBA008602,구리(한양),342,682,"구리우성,한양",1640,"79.33㎡/60.44㎡&,105.78㎡/84.9㎡&,125.62㎡/101.95㎡&,165.29㎡/134.96㎡&,99.17㎡/79.05㎡&","면적80㎡&,면적99㎡&,면적106㎡&,면적112㎡&,면적125A㎡&,면적126B㎡&,면적146㎡&,면적161A㎡&,면적162B㎡&",1000000015
인창동,구리시,경기도,KBA011817,동문굿모닝힐,337,312,동문굿모닝힐1차,11453,111.14㎡/84.98㎡&,면적111㎡&,1000000004
인창동,구리시,경기도,KBA004612,신일,276,552,인창5단지삼환신일,1658,"125.62㎡/99.97㎡&,152.06㎡/124.47㎡&","면적124(신일)㎡&,면적124(삼환)㎡&,면적150(신일)㎡&,면적150(삼환)㎡&",1000000015
인창동,구리시,경기도,KBA005680,삼환,276,552,인창5단지삼환신일,1658,"125.62㎡/99.97㎡&,152.06㎡/124.47㎡&","면적124(신일)㎡&,면적124(삼환)㎡&,면적150(신일)㎡&,면적150(삼환)㎡&",1000000015
인창동,구리시,경기도,KBA018440,구리인창2차동문굿모닝힐,208,209,구리인창동문굿모닝힐2차,22545,"108.57㎡/84.96㎡&,94.93㎡/74.14㎡&","면적94㎡&,면적108㎡&",1000000005
인창동,구리시,경기도,KBA002398,대명,189,207,대명,8958,"75.13㎡/56.61㎡&,79.16㎡/60.75㎡&,81.88㎡/63.78㎡&,85.2㎡/66.66㎡&","면적75㎡&,면적78A㎡&,면적79B㎡&,면적81㎡&,면적85㎡&,면적103㎡&,면적110㎡&",1000000001
당동,군포시,경기도,KBA007863,무궁화,96,92,무궁화,11860,"81.19㎡/59.34㎡&,88.89㎡/65.49㎡&","면적81㎡&,면적88㎡&,면적93㎡&",1000000001
당정동,군포시,경기도,KBA017039,거성에이플,57,76,거성에이플,100801,100.06㎡/83.4㎡&,"면적99B㎡&,면적100A㎡&,면적130㎡&,면적143㎡&,면적167㎡&,면적192㎡&",1000000001
산본동,군포시,경기도,KBA000864,매화(14단지),507,1847,매화주공14단지,2628,"68.93㎡/49.69㎡&,70.29㎡/49.67㎡&","면적68A㎡&,면적70B㎡&",1000000012
산본동,군포시,경기도,KBA002089,가야주공(5단지),2550,1601,가야주공5단지1차,2886,"57.4㎡/41.85㎡&,62.35㎡/42.75㎡&,79.22B㎡/51.59㎡&,80.26A㎡/58.46㎡&","면적57㎡&,면적62㎡&,면적63C㎡&,면적79B㎡&,면적80A㎡&",1000000012
산본동,군포시,경기도,KBA005810,주몽,927,2118,주몽주공10단지,2906,"53.15㎡/37.67㎡&,60.34㎡/42.87㎡&,70.29㎡/49.67㎡&","면적39㎡&,면적53㎡&,면적60㎡&,면적67B㎡&,면적70A㎡&",1000000012
