KBA011792,경희궁의아침,경희궁의아침4단지,,내수동,종로구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('100502','KBA011792',1000000013,NOW(),1000000013,NOW());"
KBA011792,경희궁의아침,경희궁의아침2단지,,내수동,종로구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('12239','KBA011792',1000000013,NOW(),1000000013,NOW());"
KBA008251,아남(2차),아남(201동),,명륜동,종로구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('792','KBA008251',1000000013,NOW(),1000000013,NOW());"
KBA019284,광화문풍림스페이스본,광화문풍림스페이스본1단지,,사직동,종로구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('22124','KBA019284',1000000013,NOW(),1000000013,NOW());"
KBA019284,광화문풍림스페이스본,광화문풍림스페이스본2단지,,사직동,종로구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('22126','KBA019284',1000000013,NOW(),1000000013,NOW());"
KBA028696,경희궁자이(3단지),경희궁자이(3BL),,평동,종로구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110125','KBA028696',1000000013,NOW(),1000000013,NOW());"
KBA028560,경희궁자이(2단지),경희궁자이(2BL),,홍파동,종로구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109379','KBA028560',1000000013,NOW(),1000000013,NOW());"
KBA015763,서울역디오빌(대우),서울역디오빌,,만리동,중구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('22473','KBA015763',1000000013,NOW(),1000000013,NOW());"
KBA002334,솔루테아파트,솔루테,,면목동,중랑구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('8442','KBA002334',1000000013,NOW(),1000000013,NOW());"
KBA004888,면목8동진로,면목진로,,면목동,중랑구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('8825','KBA004888',1000000013,NOW(),1000000013,NOW());"
KBA006602,면목두산(4차/5차),면목두산3단지,,면목동,중랑구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('3002','KBA006602',1000000013,NOW(),1000000013,NOW());"
KBA006602,면목두산(4차/5차),"면목두산4,5단지",,면목동,중랑구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('9795','KBA006602',1000000013,NOW(),1000000013,NOW());"
KBA011883,태영상봉동데시앙,상봉태영데시앙,,상봉동,중랑구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('3470','KBA011883',1000000013,NOW(),1000000013,NOW());"
KBA004067,신내(9단지),신내9단지진흥,,신내동,중랑구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('817','KBA004067',1000000013,NOW(),1000000013,NOW());"
KBA006609,신내(6단지),신내6단지시영,,신내동,중랑구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('820','KBA006609',1000000013,NOW(),1000000013,NOW());"
KBA021678,데시앙(신내2지구),데시앙,,신내동,중랑구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('100653','KBA021678',1000000013,NOW(),1000000013,NOW());"
KBA015610,태능시장(에셈빌),태능에셈빌,,중화동,중랑구,서울특별시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('14082','KBA015610',1000000013,NOW(),1000000013,NOW());"
KBA019860,"우림필유(1,2단지)",우림필유2단지,,가평읍,가평군,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104322','KBA019860',1000000013,NOW(),1000000013,NOW());"
KBA019860,"우림필유(1,2단지)",우림필유1단지,,가평읍,가평군,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('22552','KBA019860',1000000013,NOW(),1000000013,NOW());"
KBA021712,가좌마을7단지꿈에그린,가좌7단지꿈에그린,,가좌동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27326','KBA021712',1000000013,NOW(),1000000013,NOW());"
KBA017645,푸른마을2단지(동익미라벨),푸른2단지동익미라벨,,고양동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('9401','KBA017645',1000000013,NOW(),1000000013,NOW());"
KBA018788,푸른마을6단지,푸른6단지풍림아이원,,고양동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('19514','KBA018788',1000000013,NOW(),1000000013,NOW());"
KBA022727,푸른마을7단지,푸른7단지풍림아이원,,고양동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('100256','KBA022727',1000000013,NOW(),1000000013,NOW());"
KBA020292,하이파크시티일산아이파크1단지,일산하이파크시티2단지파밀리에,,덕이동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27359','KBA020292',1000000013,NOW(),1000000013,NOW());"
KBA020292,하이파크시티일산아이파크1단지,일산하이파크시티3단지파밀리에,,덕이동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27360','KBA020292',1000000013,NOW(),1000000013,NOW());"
KBA020292,하이파크시티일산아이파크1단지,일산하이파크시티4단지파밀리에,,덕이동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27361','KBA020292',1000000013,NOW(),1000000013,NOW());"
KBA020292,하이파크시티일산아이파크1단지,일산하이파크시티1단지아이파크,,덕이동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27516','KBA020292',1000000013,NOW(),1000000013,NOW());"
KBA020292,하이파크시티일산아이파크1단지,일산하이파크시티5단지아이파크,,덕이동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27517','KBA020292',1000000013,NOW(),1000000013,NOW());"
KBA020293,하이파크시티일산아이파크5단지,일산하이파크시티2단지파밀리에,,덕이동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27359','KBA020293',1000000013,NOW(),1000000013,NOW());"
KBA020293,하이파크시티일산아이파크5단지,일산하이파크시티3단지파밀리에,,덕이동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27360','KBA020293',1000000013,NOW(),1000000013,NOW());"
KBA020293,하이파크시티일산아이파크5단지,일산하이파크시티4단지파밀리에,,덕이동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27361','KBA020293',1000000013,NOW(),1000000013,NOW());"
KBA020293,하이파크시티일산아이파크5단지,일산하이파크시티1단지아이파크,,덕이동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27516','KBA020293',1000000013,NOW(),1000000013,NOW());"
KBA020293,하이파크시티일산아이파크5단지,일산하이파크시티5단지아이파크,,덕이동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27517','KBA020293',1000000013,NOW(),1000000013,NOW());"
KBA026997,LH원흥도래울마을6단지,원흥도래울마을LH2단지,,도내동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103879','KBA026997',1000000013,NOW(),1000000013,NOW());"
KBA026997,LH원흥도래울마을6단지,원흥도래울마을LH4단지,,도내동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103880','KBA026997',1000000013,NOW(),1000000013,NOW());"
KBA026997,LH원흥도래울마을6단지,원흥도래울마을LH6단지,,도내동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103881','KBA026997',1000000013,NOW(),1000000013,NOW());"
KBA027035,LH원흥도래울마을4단지,원흥도래울마을LH2단지,,도내동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103879','KBA027035',1000000013,NOW(),1000000013,NOW());"
KBA027035,LH원흥도래울마을4단지,원흥도래울마을LH4단지,,도내동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103880','KBA027035',1000000013,NOW(),1000000013,NOW());"
KBA027035,LH원흥도래울마을4단지,원흥도래울마을LH6단지,,도내동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103881','KBA027035',1000000013,NOW(),1000000013,NOW());"
KBA027057,LH원흥도래울마을2단지,원흥도래울마을LH2단지,,도내동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103879','KBA027057',1000000013,NOW(),1000000013,NOW());"
KBA027057,LH원흥도래울마을2단지,원흥도래울마을LH4단지,,도내동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103880','KBA027057',1000000013,NOW(),1000000013,NOW());"
KBA027057,LH원흥도래울마을2단지,원흥도래울마을LH6단지,,도내동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103881','KBA027057',1000000013,NOW(),1000000013,NOW());"
KBA024546,동산마을호반베르디움(A21),동산마을호반베르디움22단지,,동산동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104324','KBA024546',1000000013,NOW(),1000000013,NOW());"
KBA024546,동산마을호반베르디움(A21),동산마을호반베르디움21단지,,동산동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104326','KBA024546',1000000013,NOW(),1000000013,NOW());"
KBA024546,동산마을호반베르디움(A21),동산마을화성파크드림PATIO,,동산동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110680','KBA024546',1000000013,NOW(),1000000013,NOW());"
KBA024736,동산마을22단지호반베르디움,동산마을호반베르디움22단지,,동산동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104324','KBA024736',1000000013,NOW(),1000000013,NOW());"
KBA024736,동산마을22단지호반베르디움,동산마을호반베르디움21단지,,동산동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104326','KBA024736',1000000013,NOW(),1000000013,NOW());"
KBA024736,동산마을22단지호반베르디움,동산마을화성파크드림PATIO,,동산동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110680','KBA024736',1000000013,NOW(),1000000013,NOW());"
KBA000129,정발(3단지건영빌라),정발3단지건영,,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10841','KBA000129',1000000013,NOW(),1000000013,NOW());"
KBA000129,정발(3단지건영빌라),"백마3단지금호,한양",,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25588','KBA000129',1000000013,NOW(),1000000013,NOW());"
KBA000685,백마(청구4단지),정발4단지건영,,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10843','KBA000685',1000000013,NOW(),1000000013,NOW());"
KBA000685,백마(청구4단지),"백마4단지한양,청구",,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2931','KBA000685',1000000013,NOW(),1000000013,NOW());"
KBA000751,정발(1단지건영빌라),정발1단지건영,,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10729','KBA000751',1000000013,NOW(),1000000013,NOW());"
KBA001330,백마마을(3단지금호),정발3단지건영,,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10841','KBA001330',1000000013,NOW(),1000000013,NOW());"
KBA001330,백마마을(3단지금호),"백마3단지금호,한양",,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25588','KBA001330',1000000013,NOW(),1000000013,NOW());"
KBA001914,"정발(5,6단지건영빌라)",정발6단지건영,,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10844','KBA001914',1000000013,NOW(),1000000013,NOW());"
KBA002111,강촌마을(선경),강촌선경코오롱,,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25777','KBA002111',1000000013,NOW(),1000000013,NOW());"
KBA002930,백마마을(4단지한양),정발4단지건영,,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10843','KBA002930',1000000013,NOW(),1000000013,NOW());"
KBA002930,백마마을(4단지한양),"백마4단지한양,청구",,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2931','KBA002930',1000000013,NOW(),1000000013,NOW());"
KBA009903,정발(4단지건영빌라),정발4단지건영,,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10843','KBA009903',1000000013,NOW(),1000000013,NOW());"
KBA009903,정발(4단지건영빌라),"백마4단지한양,청구",,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2931','KBA009903',1000000013,NOW(),1000000013,NOW());"
KBA009972,백마마을(3단지한양),정발3단지건영,,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10841','KBA009972',1000000013,NOW(),1000000013,NOW());"
KBA009972,백마마을(3단지한양),"백마3단지금호,한양",,마두동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25588','KBA009972',1000000013,NOW(),1000000013,NOW());"
KBA002434,백송마을(우성),백송우성,,백석동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2941','KBA002434',1000000013,NOW(),1000000013,NOW());"
KBA006718,백송마을(5단지풍림),"백송풍림,삼호",,백석동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2945','KBA006718',1000000013,NOW(),1000000013,NOW());"
KBA010810,백송(대우),"백송대우,벽산",,백석동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2935','KBA010810',1000000013,NOW(),1000000013,NOW());"
KBA013233,"동문(1,2단지)",동문2단지,,사리현동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('102088','KBA013233',1000000013,NOW(),1000000013,NOW());"
KBA026990,삼송스타클래스(A-19BL),삼송스타클래스,,삼송동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('109126','KBA026990',1000000013,NOW(),1000000013,NOW());"
KBA027457,삼송2차아이파크(A-20BL),삼송2차아이파크,,삼송동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106995','KBA027457',1000000013,NOW(),1000000013,NOW());"
KBA009846,"미도6차(6,7동)",미도6차,,성사동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('101266','KBA009846',1000000013,NOW(),1000000013,NOW());"
KBA002833,"후곡(4단지금호,한양)",후곡4단지금호한양,,일산동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2964','KBA002833',1000000013,NOW(),1000000013,NOW());"
KBA004431,후곡(10단지임광동아서안),후곡10단지동아서안임광,,일산동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('100255','KBA004431',1000000013,NOW(),1000000013,NOW());"
KBA005851,후곡(6단지동부),후곡6단지건영동부,,일산동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2966','KBA005851',1000000013,NOW(),1000000013,NOW());"
KBA007179,후곡(6단지건영),후곡6단지건영동부,,일산동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2966','KBA007179',1000000013,NOW(),1000000013,NOW());"
KBA011799,산들마을(5단지동문굿모닝힐),산들5단지동문굿모닝힐,,일산동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('9457','KBA011799',1000000013,NOW(),1000000013,NOW());"
KBA005646,호수(3단지삼환),호수3단지삼환유원,,장항동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('1355','KBA005646',1000000013,NOW(),1000000013,NOW());"
KBA007417,호수(4단지롯데),호수4단지럭키롯데,,장항동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('17253','KBA007417',1000000013,NOW(),1000000013,NOW());"
KBA010607,호수(3단지유원),호수3단지삼환유원,,장항동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('1355','KBA010607',1000000013,NOW(),1000000013,NOW());"
KBA004227,강선(6단지한양),"강선6단지금호,한양",,주엽동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25867','KBA004227',1000000013,NOW(),1000000013,NOW());"
KBA004723,문촌(5단지쌍용),문촌5단지쌍용한일,,주엽동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('1384','KBA004723',1000000013,NOW(),1000000013,NOW());"
KBA005678,문촌(5단지한일),문촌5단지쌍용한일,,주엽동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('1384','KBA005678',1000000013,NOW(),1000000013,NOW());"
KBA006119,강선(1단지대우),"강선1단지대우,벽산",,주엽동,고양시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('1367','KBA006119',1000000013,NOW(),1000000013,NOW());"
