KBA019455,휴먼시아청계마을(2단지),청계마을휴먼시아4단지,,청계동,의왕시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25996','KBA019455',1000000013,NOW(),1000000013,NOW());"
KBA019455,휴먼시아청계마을(2단지),청계마을휴먼시아2단지,,청계동,의왕시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25998','KBA019455',1000000013,NOW(),1000000013,NOW());"
KBA021569,휴먼시아청계마을(1단지),청계마을휴먼시아1단지,,청계동,의왕시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('100583','KBA021569',1000000013,NOW(),1000000013,NOW());"
KBA021569,휴먼시아청계마을(1단지),청계마을휴먼시아4단지,,청계동,의왕시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25996','KBA021569',1000000013,NOW(),1000000013,NOW());"
KBA021569,휴먼시아청계마을(1단지),청계마을휴먼시아2단지,,청계동,의왕시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25998','KBA021569',1000000013,NOW(),1000000013,NOW());"
KBA004081,인덕원대우푸른마을(2차),푸른마을인덕원대우,,포일동,의왕시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10965','KBA004081',1000000013,NOW(),1000000013,NOW());"
KBA004081,인덕원대우푸른마을(2차),호수마을위브2단지,,포일동,의왕시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('26414','KBA004081',1000000013,NOW(),1000000013,NOW());"
KBA020326,두산위브호수마을2단지,푸른마을인덕원대우,,포일동,의왕시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10965','KBA020326',1000000013,NOW(),1000000013,NOW());"
KBA020326,두산위브호수마을2단지,호수마을위브2단지,,포일동,의왕시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('26414','KBA020326',1000000013,NOW(),1000000013,NOW());"
KBA023746,포일숲속마을(3단지),포일숲속3단지,,포일동,의왕시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('102630','KBA023746',1000000013,NOW(),1000000013,NOW());"
KBA023746,포일숲속마을(3단지),푸른마을인덕원대우,,포일동,의왕시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10965','KBA023746',1000000013,NOW(),1000000013,NOW());"
KBA023746,포일숲속마을(3단지),호수마을위브2단지,,포일동,의왕시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('26414','KBA023746',1000000013,NOW(),1000000013,NOW());"
KBA000820,산들마을청구(2차),"산들마을서광,청구",,민락동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6709','KBA000820',1000000013,NOW(),1000000013,NOW());"
KBA000820,산들마을청구(2차),"산들마을길훈,신안,현대",,민락동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('8592','KBA000820',1000000013,NOW(),1000000013,NOW());"
KBA001028,산들마을길훈,"산들마을서광,청구",,민락동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6709','KBA001028',1000000013,NOW(),1000000013,NOW());"
KBA001028,산들마을길훈,"산들마을길훈,신안,현대",,민락동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('8592','KBA001028',1000000013,NOW(),1000000013,NOW());"
KBA002898,산들마을서광,"산들마을서광,청구",,민락동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6709','KBA002898',1000000013,NOW(),1000000013,NOW());"
KBA002898,산들마을서광,"산들마을길훈,신안,현대",,민락동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('8592','KBA002898',1000000013,NOW(),1000000013,NOW());"
KBA006791,산들마을신안,"산들마을서광,청구",,민락동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6709','KBA006791',1000000013,NOW(),1000000013,NOW());"
KBA006791,산들마을신안,"산들마을길훈,신안,현대",,민락동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('8592','KBA006791',1000000013,NOW(),1000000013,NOW());"
KBA011045,산들마을현대(3차),"산들마을서광,청구",,민락동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('6709','KBA011045',1000000013,NOW(),1000000013,NOW());"
KBA011045,산들마을현대(3차),"산들마을길훈,신안,현대",,민락동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('8592','KBA011045',1000000013,NOW(),1000000013,NOW());"
KBA003648,한일,삼익한일,,신곡동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2095','KBA003648',1000000013,NOW(),1000000013,NOW());"
KBA007521,신명스카이뷰,신명스카이뷰3차,,신곡동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('22129','KBA007521',1000000013,NOW(),1000000013,NOW());"
KBA007521,신명스카이뷰,신명스카이뷰2차,,신곡동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('9920','KBA007521',1000000013,NOW(),1000000013,NOW());"
KBA009013,동문,용현동문2단지,,용현동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('102927','KBA009013',1000000013,NOW(),1000000013,NOW());"
KBA009013,동문,용현동문1단지,,용현동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2111','KBA009013',1000000013,NOW(),1000000013,NOW());"
KBA009537,"동남장미(1,2차)",동남장미1차,,용현동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2842','KBA009537',1000000013,NOW(),1000000013,NOW());"
KBA009537,"동남장미(1,2차)",동남장미2차,,용현동,의정부시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2843','KBA009537',1000000013,NOW(),1000000013,NOW());"
KBA027111,이천신일해피트리빌2단지,이천신일해피트리앤,,부발읍,이천시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104689','KBA027111',1000000013,NOW(),1000000013,NOW());"
KBA027111,이천신일해피트리빌2단지,이천신일해피트리트리빌2단지,,부발읍,이천시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106935','KBA027111',1000000013,NOW(),1000000013,NOW());"
KBA022565,"이천장호원코아루(1,2단지)",이천장호원코아루1단지,,장호원읍,이천시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103629','KBA022565',1000000013,NOW(),1000000013,NOW());"
KBA022565,"이천장호원코아루(1,2단지)",이천장호원코아루2단지,,장호원읍,이천시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('103630','KBA022565',1000000013,NOW(),1000000013,NOW());"
KBA019043,책향기마을파주교하상록데시앙,책향기마을15단지상록데시앙,,동패동,파주시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25534','KBA019043',1000000013,NOW(),1000000013,NOW());"
KBA004235,문산시장호수,문산호수,,문산읍,파주시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('13348','KBA004235',1000000013,NOW(),1000000013,NOW());"
KBA013048,새아산호,세아산호,,문산읍,파주시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('15157','KBA013048',1000000013,NOW(),1000000013,NOW());"
KBA019997,진흥소슬마을,소슬마을진흥,,문산읍,파주시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('26178','KBA019997',1000000013,NOW(),1000000013,NOW());"
KBA020279,파주아동동신안실크밸리,신안실크밸리1차,,아동동,파주시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('26628','KBA020279',1000000013,NOW(),1000000013,NOW());"
KBA023053,휴먼시아한빛마을(8단지),한빛마을8단지휴먼시아,,야당동,파주시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27751','KBA023053',1000000013,NOW(),1000000013,NOW());"
KBA028949,서정트인자리애1차(도),서정트인자리애Ⅱ(도시형),,서정동,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('114000','KBA028949',1000000013,NOW(),1000000013,NOW());"
KBA028949,서정트인자리애1차(도),서정트인자리애1차(도시형),,서정동,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('116512','KBA028949',1000000013,NOW(),1000000013,NOW());"
KBA029167,서정트인자리애2차(도),서정트인자리애Ⅱ(도시형),,서정동,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('114000','KBA029167',1000000013,NOW(),1000000013,NOW());"
KBA029167,서정트인자리애2차(도),서정트인자리애1차(도시형),,서정동,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('116512','KBA029167',1000000013,NOW(),1000000013,NOW());"
KBA000925,개나리(1차),개나리,,세교동,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2179','KBA000925',1000000013,NOW(),1000000013,NOW());"
KBA005138,개나리(2차),개나리,,세교동,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('2179','KBA005138',1000000013,NOW(),1000000013,NOW());"
KBA019460,평택소사SK뷰,평택소사에스케이뷰,,소사동,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('26176','KBA019460',1000000013,NOW(),1000000013,NOW());"
KBA017192,평택장당5차우미이노스빌,평택장당우미이노스빌5차,,이충동,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('17825','KBA017192',1000000013,NOW(),1000000013,NOW());"
KBA018432,"이충부영(1,2,3단지)",이충부영1단지,,이충동,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('101203','KBA018432',1000000013,NOW(),1000000013,NOW());"
KBA018432,"이충부영(1,2,3단지)",이충부영3단지(원앙부영),,이충동,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('26114','KBA018432',1000000013,NOW(),1000000013,NOW());"
KBA016836,도곡마을1단지모아미래도,모아미래도1차,,포승읍,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('18701','KBA016836',1000000013,NOW(),1000000013,NOW());"
KBA016836,도곡마을1단지모아미래도,모아미래도2차,,포승읍,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('18702','KBA016836',1000000013,NOW(),1000000013,NOW());"
KBA016837,도곡마을2단지모아미래도,모아미래도1차,,포승읍,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('18701','KBA016837',1000000013,NOW(),1000000013,NOW());"
KBA016837,도곡마을2단지모아미래도,모아미래도2차,,포승읍,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('18702','KBA016837',1000000013,NOW(),1000000013,NOW());"
KBA025907,지예타워3(도),지예타워Ⅲ(도시형),,포승읍,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107922','KBA025907',1000000013,NOW(),1000000013,NOW());"
KBA018657,평택합정에스케이뷰,평택합정SK뷰,,합정동,평택시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27316','KBA018657',1000000013,NOW(),1000000013,NOW());"
KBA003391,우정(1차),전원우정,,소흘읍,포천시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('8805','KBA003391',1000000013,NOW(),1000000013,NOW());"
KBA007639,우정(2차),전원우정,,소흘읍,포천시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('8805','KBA007639',1000000013,NOW(),1000000013,NOW());"
KBA004872,"한솔리치빌(1,2단지)",한솔리치빌2단지,,덕풍동,하남시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('27884','KBA004872',1000000013,NOW(),1000000013,NOW());"
KBA004872,"한솔리치빌(1,2단지)",한솔리치빌1단지,,덕풍동,하남시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('3724','KBA004872',1000000013,NOW(),1000000013,NOW());"
KBA027443,미사강변도시15단지,미사강변파밀리에,,망월동,하남시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104310','KBA027443',1000000013,NOW(),1000000013,NOW());"
KBA027443,미사강변도시15단지,미사강변루나리움,,망월동,하남시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106200','KBA027443',1000000013,NOW(),1000000013,NOW());"
KBA027443,미사강변도시15단지,미사강변도시(A18블록),,망월동,하남시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107024','KBA027443',1000000013,NOW(),1000000013,NOW());"
KBA027552,미사강변도시5단지,미사강변파밀리에,,망월동,하남시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104310','KBA027552',1000000013,NOW(),1000000013,NOW());"
KBA027552,미사강변도시5단지,미사강변루나리움,,망월동,하남시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106200','KBA027552',1000000013,NOW(),1000000013,NOW());"
KBA027552,미사강변도시5단지,미사강변도시(A18블록),,망월동,하남시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107024','KBA027552',1000000013,NOW(),1000000013,NOW());"
KBA028126,미사강변도시18단지,미사강변파밀리에,,망월동,하남시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('104310','KBA028126',1000000013,NOW(),1000000013,NOW());"
KBA028126,미사강변도시18단지,미사강변루나리움,,망월동,하남시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('106200','KBA028126',1000000013,NOW(),1000000013,NOW());"
KBA028126,미사강변도시18단지,미사강변도시(A18블록),,망월동,하남시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('107024','KBA028126',1000000013,NOW(),1000000013,NOW());"
KBA028963,미사강변리버뷰자이(A1블럭),미사강변리버뷰자이,,선동,하남시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110010','KBA028963',1000000013,NOW(),1000000013,NOW());"
KBA028927,남양뉴타운양우내안애2차,양우내안애2차(화성남양뉴타운B2블럭),,남양읍,화성시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110293','KBA028927',1000000013,NOW(),1000000013,NOW());"
KBA012160,정든마을신창2차비바패밀리.,정든마을신창비바페밀리2차,,병점동,화성시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10339','KBA012160',1000000013,NOW(),1000000013,NOW());"
KBA012161,안화동마을우남퍼스트빌(2차),정든마을신창비바페밀리2차,,병점동,화성시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('10339','KBA012161',1000000013,NOW(),1000000013,NOW());"
KBA012161,안화동마을우남퍼스트빌(2차),안화동마을우남퍼스트빌,,병점동,화성시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('25796','KBA012161',1000000013,NOW(),1000000013,NOW());"
KBA013528,다람마을엘지태안자이,다람마을LG태안자이,,진안동,화성시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('11455','KBA013528',1000000013,NOW(),1000000013,NOW());"
KBA018016,시범다은마을포스코더샵,동탄시범다은마을포스코더샵,,반송동,화성시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('19200','KBA018016',1000000013,NOW(),1000000013,NOW());"
KBA020016,우림필유타운하우스,우림필유,,반송동,화성시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('26217','KBA020016',1000000013,NOW(),1000000013,NOW());"
KBA022749,서해더블루,서해더블루(106-7),,반송동,화성시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('100280','KBA022749',1000000013,NOW(),1000000013,NOW());"
KBA022749,서해더블루,서해더블루(93-8),,반송동,화성시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('100497','KBA022749',1000000013,NOW(),1000000013,NOW());"
KBA022749,서해더블루,서해더블루(90-2),,반송동,화성시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('26143','KBA022749',1000000013,NOW(),1000000013,NOW());"
KBA028130,경남아너스빌(A-101BL),경남아너스빌,,영천동,화성시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('108407','KBA028130',1000000013,NOW(),1000000013,NOW());"
KBA027233,모아미래도(A-25BL),모아미래도,,청계동,화성시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('105415','KBA027233',1000000013,NOW(),1000000013,NOW());"
KBA028549,청계숲사랑으로부영아파트,청계숲사랑으로부영,,청계동,화성시,경기도,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('110838','KBA028549',1000000013,NOW(),1000000013,NOW());"
KBA023851,이지미래지향,남산이지미래지향,,강화읍,강화군,인천광역시,"INSERT INTO KMIG_KB_NV_CMPX_KEY_MAPP (NV_CMPX_ID,CMPX_IDF_ID,REG_USER_ID,REG_DTM,CHG_USER_ID,CHG_DTM) VALUES ('101654','KBA023851',1000000013,NOW(),1000000013,NOW());"
