법정동코드,법정동명,상위지역코드 ,서열 ,생성일 ,폐지일 ,최종작업일 ,최하지역명, 법정동코드(주민),법정동코드(지적)
2820010200,인천광역시 남동구 간석동,,02,,,,간석동,2820010200,2820010200
2820010300,인천광역시 남동구 만수동,,03,,,,만수동,2820010300,2820010300
2820010400,인천광역시 남동구 장수동,,04,,,,장수동,2820010400,2820010400
2820010500,인천광역시 남동구 서창동,,05,,,,서창동,2820010500,2820010500
2820010600,인천광역시 남동구 운연동,,06,,,,운연동,2820010600,2820010600
2820010700,인천광역시 남동구 남촌동,,07,,,,남촌동,2820010700,2820010700
2820010800,인천광역시 남동구 수산동,,08,,,,수산동,2820010800,2820010800
2820010900,인천광역시 남동구 도림동,,09,,,,도림동,2820010900,2820010900
2820011000,인천광역시 남동구 논현동,,10,,,,논현동,2820011000,2820011000
2820011100,인천광역시 남동구 고잔동,,11,,,,고잔동,2820011100,2820011100
2823700000,인천광역시 부평구,,06,,,,부평구,2823700000,2823700000
2823710100,인천광역시 부평구 부평동,,01,,,,부평동,2823710100,2823710100
2823710200,인천광역시 부평구 십정동,,02,,,,십정동,2823710200,2823710200
2823710300,인천광역시 부평구 산곡동,,03,,,,산곡동,2823710300,2823710300
2823710400,인천광역시 부평구 청천동,,04,,,,청천동,2823710400,2823710400
2823710500,인천광역시 부평구 삼산동,,05,,,,삼산동,2823710500,2823710500
2823710600,인천광역시 부평구 갈산동,,06,,,,갈산동,2823710600,2823710600
2823710700,인천광역시 부평구 부개동,,07,,,,부개동,2823710700,2823710700
2823710800,인천광역시 부평구 일신동,,08,,,,일신동,2823710800,2823710800
2823710900,인천광역시 부평구 구산동,,09,,,,구산동,2823710900,2823710900
2824500000,인천광역시 계양구,,07,,,,계양구,2824500000,2824500000
2824510100,인천광역시 계양구 효성동,,01,,,,효성동,2824510100,2824510100
2824510200,인천광역시 계양구 계산동,,02,,,,계산동,2824510200,2824510200
2824510300,인천광역시 계양구 작전동,,03,,,,작전동,2824510300,2824510300
2824510400,인천광역시 계양구 서운동,,04,,,,서운동,2824510400,2824510400
2824510500,인천광역시 계양구 임학동,,05,,,,임학동,2824510500,2824510500
2824510600,인천광역시 계양구 용종동,,06,,,,용종동,2824510600,2824510600
2824510700,인천광역시 계양구 병방동,,07,,,,병방동,2824510700,2824510700
2824510800,인천광역시 계양구 방축동,,08,,,,방축동,2824510800,2824510800
2824510900,인천광역시 계양구 박촌동,,09,,,,박촌동,2824510900,2824510900
2824511000,인천광역시 계양구 동양동,,10,,,,동양동,2824511000,2824511000
2824511100,인천광역시 계양구 귤현동,,11,,,,귤현동,2824511100,2824511100
2824511200,인천광역시 계양구 상야동,,12,,,,상야동,2824511200,2824511200
2824511300,인천광역시 계양구 하야동,,13,,,,하야동,2824511300,2824511300
2824511400,인천광역시 계양구 평동,,14,,,,평동,2824511400,2824511400
2824511500,인천광역시 계양구 노오지동,,15,,,,노오지동,2824511500,2824511500
2824511600,인천광역시 계양구 선주지동,,16,,,,선주지동,2824511600,2824511600
2824511700,인천광역시 계양구 이화동,,17,,,,이화동,2824511700,2824511700
2824511800,인천광역시 계양구 오류동,,18,,,,오류동,2824511800,2824511800
2824511900,인천광역시 계양구 갈현동,,19,,,,갈현동,2824511900,2824511900
2824512000,인천광역시 계양구 둑실동,,20,,,,둑실동,2824512000,2824512000
2824512100,인천광역시 계양구 목상동,,21,,,,목상동,2824512100,2824512100
2824512200,인천광역시 계양구 다남동,,22,,,,다남동,2824512200,2824512200
2824512300,인천광역시 계양구 장기동,,23,,,,장기동,2824512300,2824512300
2826000000,인천광역시 서구,,08,,,,서구,2826000000,2826000000
2826010100,인천광역시 서구 백석동,,01,,,,백석동,2826010100,2826010100
2826010200,인천광역시 서구 시천동,,02,,,,시천동,2826010200,2826010200
2826010300,인천광역시 서구 검암동,,03,,,,검암동,2826010300,2826010300
2826010400,인천광역시 서구 경서동,,04,,,,경서동,2826010400,2826010400
2826010500,인천광역시 서구 공촌동,,05,,,,공촌동,2826010500,2826010500
2826010600,인천광역시 서구 연희동,,06,,,,연희동,2826010600,2826010600
2826010700,인천광역시 서구 심곡동,,07,,,,심곡동,2826010700,2826010700
2826010800,인천광역시 서구 가정동,,08,,,,가정동,2826010800,2826010800
2826010900,인천광역시 서구 신현동,,09,,,,신현동,2826010900,2826010900
2826011000,인천광역시 서구 석남동,,10,,,,석남동,2826011000,2826011000
2826011100,인천광역시 서구 원창동,,11,,,,원창동,2826011100,2826011100
2826011200,인천광역시 서구 가좌동,,12,,,,가좌동,2826011200,2826011200
2826011300,인천광역시 서구 마전동,,13,,,,마전동,2826011300,2826011300
2826011400,인천광역시 서구 당하동,,14,,,,당하동,2826011400,2826011400
2826011500,인천광역시 서구 원당동,,15,,,,원당동,2826011500,2826011500
2826011700,인천광역시 서구 대곡동,,17,,,,대곡동,2826011700,2826011700
2826011800,인천광역시 서구 금곡동,,18,,,,금곡동,2826011800,2826011800
2826011900,인천광역시 서구 오류동,,19,,,,오류동,2826011900,2826011900
2826012000,인천광역시 서구 왕길동,,20,,,,왕길동,2826012000,2826012000
2826012100,인천광역시 서구 불로동,,01,20080916,,,불로동,2826012100,2826012100
2871000000,인천광역시 강화군,,09,,,,강화군,2871000000,2871000000
2871025000,인천광역시 강화군 강화읍,,01,,,,강화읍,2871025000,2871025000
2871025021,인천광역시 강화군 강화읍 신문리,,01,,,,신문리,2871025021,2871025021
2871025022,인천광역시 강화군 강화읍 관청리,,02,,,,관청리,2871025022,2871025022
2871025023,인천광역시 강화군 강화읍 국화리,,03,,,,국화리,2871025023,2871025023
2871025024,인천광역시 강화군 강화읍 남산리,,04,,,,남산리,2871025024,2871025024
2871025025,인천광역시 강화군 강화읍 갑곳리,,05,,,,갑곳리,2871025025,2871025025
2871025026,인천광역시 강화군 강화읍 용정리,,06,,,,용정리,2871025026,2871025026
2871025027,인천광역시 강화군 강화읍 옥림리,,07,,,,옥림리,2871025027,2871025027
2871025028,인천광역시 강화군 강화읍 월곳리,,08,,,,월곳리,2871025028,2871025028
2871025029,인천광역시 강화군 강화읍 대산리,,09,,,,대산리,2871025029,2871025029
2871031000,인천광역시 강화군 선원면,,02,,,,선원면,2871031000,2871031000
2871031021,인천광역시 강화군 선원면 금월리,,01,,,,금월리,2871031021,2871031021
2871031022,인천광역시 강화군 선원면 연리,,02,,,,연리,2871031022,2871031022
2871031023,인천광역시 강화군 선원면 지산리,,03,,,,지산리,2871031023,2871031023
2871031024,인천광역시 강화군 선원면 신정리,,04,,,,신정리,2871031024,2871031024
2871031025,인천광역시 강화군 선원면 창리,,05,,,,창리,2871031025,2871031025
2871031026,인천광역시 강화군 선원면 선행리,,06,,,,선행리,2871031026,2871031026
2871031027,인천광역시 강화군 선원면 냉정리,,07,,,,냉정리,2871031027,2871031027
2871032000,인천광역시 강화군 불은면,,03,,,,불은면,2871032000,2871032000
2871032021,인천광역시 강화군 불은면 두운리,,01,,,,두운리,2871032021,2871032021
2871032022,인천광역시 강화군 불은면 고능리,,02,,,,고능리,2871032022,2871032022
2871032023,인천광역시 강화군 불은면 오두리,,03,,,,오두리,2871032023,2871032023
2871032024,인천광역시 강화군 불은면 넙성리,,04,,,,넙성리,2871032024,2871032024
2871032025,인천광역시 강화군 불은면 신현리,,05,,,,신현리,2871032025,2871032025
2871032026,인천광역시 강화군 불은면 삼동암리,,06,,,,삼동암리,2871032026,2871032026
2871032027,인천광역시 강화군 불은면 삼성리,,07,,,,삼성리,2871032027,2871032027
2871032028,인천광역시 강화군 불은면 덕성리,,08,,,,덕성리,2871032028,2871032028
2871033000,인천광역시 강화군 길상면,,04,,,,길상면,2871033000,2871033000
2871033021,인천광역시 강화군 길상면 온수리,,01,,,,온수리,2871033021,2871033021
2871033022,인천광역시 강화군 길상면 선두리,,02,,,,선두리,2871033022,2871033022
2871033023,인천광역시 강화군 길상면 동검리,,03,,,,동검리,2871033023,2871033023
2871033024,인천광역시 강화군 길상면 초지리,,04,,,,초지리,2871033024,2871033024
2871033025,인천광역시 강화군 길상면 장흥리,,05,,,,장흥리,2871033025,2871033025
2871033026,인천광역시 강화군 길상면 길직리,,06,,,,길직리,2871033026,2871033026
2871034000,인천광역시 강화군 화도면,,05,,,,화도면,2871034000,2871034000
2871034021,인천광역시 강화군 화도면 내리,,01,,,,내리,2871034021,2871034021
2871034022,인천광역시 강화군 화도면 상방리,,02,,,,상방리,2871034022,2871034022
2871034023,인천광역시 강화군 화도면 문산리,,03,,,,문산리,2871034023,2871034023
2871034024,인천광역시 강화군 화도면 덕포리,,04,,,,덕포리,2871034024,2871034024
