법정동코드,법정동명,상위지역코드 ,서열 ,생성일 ,폐지일 ,최종작업일 ,최하지역명, 법정동코드(주민),법정동코드(지적)
4613011300,전라남도 여수시 서교동,,13,,,,서교동,4613011300,4613011300
4613011400,전라남도 여수시 봉강동,,14,,,,봉강동,4613011400,4613011400
4613011500,전라남도 여수시 봉산동,,15,,,,봉산동,4613011500,4613011500
4613011600,전라남도 여수시 남산동,,16,,,,남산동,4613011600,4613011600
4613011700,전라남도 여수시 국동,,17,,,,국동,4613011700,4613011700
4613011800,전라남도 여수시 신월동,,18,,,,신월동,4613011800,4613011800
4613011900,전라남도 여수시 여서동,,19,,,,여서동,4613011900,4613011900
4613012000,전라남도 여수시 문수동,,20,,,,문수동,4613012000,4613012000
4613012100,전라남도 여수시 오림동,,21,,,,오림동,4613012100,4613012100
4613012200,전라남도 여수시 미평동,,22,,,,미평동,4613012200,4613012200
4613012300,전라남도 여수시 둔덕동,,23,,,,둔덕동,4613012300,4613012300
4613012400,전라남도 여수시 오천동,,24,,,,오천동,4613012400,4613012400
4613012500,전라남도 여수시 만흥동,,25,,,,만흥동,4613012500,4613012500
4613012600,전라남도 여수시 덕충동,,26,,,,덕충동,4613012600,4613012600
4613012700,전라남도 여수시 경호동,,27,,,,경호동,4613012700,4613012700
4613012800,전라남도 여수시 학동,,28,,,,학동,4613012800,4613012800
4613012900,전라남도 여수시 학용동,,29,,,,학용동,4613012900,4613012900
4613013000,전라남도 여수시 안산동,,30,,,,안산동,4613013000,4613013000
4613013100,전라남도 여수시 소호동,,31,,,,소호동,4613013100,4613013100
4613013200,전라남도 여수시 시전동,,32,,,,시전동,4613013200,4613013200
4613013300,전라남도 여수시 신기동,,33,,,,신기동,4613013300,4613013300
4613013400,전라남도 여수시 웅천동,,34,,,,웅천동,4613013400,4613013400
4613013500,전라남도 여수시 선원동,,35,,,,선원동,4613013500,4613013500
4613013600,전라남도 여수시 여천동,,36,,,,여천동,4613013600,4613013600
4613013700,전라남도 여수시 화장동,,37,,,,화장동,4613013700,4613013700
4613013800,전라남도 여수시 주삼동,,38,,,,주삼동,4613013800,4613013800
4613013900,전라남도 여수시 봉계동,,39,,,,봉계동,4613013900,4613013900
4613014000,전라남도 여수시 해산동,,40,,,,해산동,4613014000,4613014000
4613014100,전라남도 여수시 화치동,,41,,,,화치동,4613014100,4613014100
4613014200,전라남도 여수시 월하동,,42,,,,월하동,4613014200,4613014200
4613014300,전라남도 여수시 평여동,,43,,,,평여동,4613014300,4613014300
4613014400,전라남도 여수시 중흥동,,44,,,,중흥동,4613014400,4613014400
4613014500,전라남도 여수시 적량동,,45,,,,적량동,4613014500,4613014500
4613014600,전라남도 여수시 월내동,,46,,,,월내동,4613014600,4613014600
4613014700,전라남도 여수시 묘도동,,47,,,,묘도동,4613014700,4613014700
4613014800,전라남도 여수시 낙포동,,48,,,,낙포동,4613014800,4613014800
4613014900,전라남도 여수시 신덕동,,49,,,,신덕동,4613014900,4613014900
4613015000,전라남도 여수시 상암동,,50,,,,상암동,4613015000,4613015000
4613015100,전라남도 여수시 호명동,,51,,,,호명동,4613015100,4613015100
4613025000,전라남도 여수시 돌산읍,,52,,,,돌산읍,4613025000,4613025000
4613025021,전라남도 여수시 돌산읍 군내리,,01,,,,군내리,4613025021,4613025021
4613025022,전라남도 여수시 돌산읍 신복리,,02,,,,신복리,4613025022,4613025022
4613025023,전라남도 여수시 돌산읍 금성리,,03,,,,금성리,4613025023,4613025023
4613025024,전라남도 여수시 돌산읍 율림리,,04,,,,율림리,4613025024,4613025024
4613025025,전라남도 여수시 돌산읍 죽포리,,05,,,,죽포리,4613025025,4613025025
4613025026,전라남도 여수시 돌산읍 서덕리,,06,,,,서덕리,4613025026,4613025026
4613025027,전라남도 여수시 돌산읍 금봉리,,07,,,,금봉리,4613025027,4613025027
4613025028,전라남도 여수시 돌산읍 둔전리,,08,,,,둔전리,4613025028,4613025028
4613025029,전라남도 여수시 돌산읍 평사리,,09,,,,평사리,4613025029,4613025029
4613025030,전라남도 여수시 돌산읍 우두리,,10,,,,우두리,4613025030,4613025030
4613031000,전라남도 여수시 소라면,,53,,,,소라면,4613031000,4613031000
4613031021,전라남도 여수시 소라면 덕양리,,01,,,,덕양리,4613031021,4613031021
4613031022,전라남도 여수시 소라면 죽림리,,02,,,,죽림리,4613031022,4613031022
4613031023,전라남도 여수시 소라면 관기리,,03,,,,관기리,4613031023,4613031023
4613031024,전라남도 여수시 소라면 현천리,,04,,,,현천리,4613031024,4613031024
4613031025,전라남도 여수시 소라면 복산리,,05,,,,복산리,4613031025,4613031025
4613031026,전라남도 여수시 소라면 사곡리,,06,,,,사곡리,4613031026,4613031026
4613031027,전라남도 여수시 소라면 봉두리,,07,,,,봉두리,4613031027,4613031027
4613031028,전라남도 여수시 소라면 대포리,,08,,,,대포리,4613031028,4613031028
4613032000,전라남도 여수시 율촌면,,54,,,,율촌면,4613032000,4613032000
4613032021,전라남도 여수시 율촌면 조화리,,01,,,,조화리,4613032021,4613032021
4613032022,전라남도 여수시 율촌면 월산리,,02,,,,월산리,4613032022,4613032022
4613032023,전라남도 여수시 율촌면 산수리,,03,,,,산수리,4613032023,4613032023
4613032024,전라남도 여수시 율촌면 가장리,,04,,,,가장리,4613032024,4613032024
4613032025,전라남도 여수시 율촌면 봉전리,,05,,,,봉전리,4613032025,4613032025
4613032026,전라남도 여수시 율촌면 반월리,,06,,,,반월리,4613032026,4613032026
4613032027,전라남도 여수시 율촌면 취적리,,07,,,,취적리,4613032027,4613032027
4613032028,전라남도 여수시 율촌면 신풍리,,08,,,,신풍리,4613032028,4613032028
4613032029,전라남도 여수시 율촌면 상봉리,,09,,,,상봉리,4613032029,4613032029
4613032030,전라남도 여수시 율촌면 여동리,,10,,,,여동리,4613032030,4613032030
4613033000,전라남도 여수시 화양면,,55,,,,화양면,4613033000,4613033000
4613033021,전라남도 여수시 화양면 나진리,,01,,,,나진리,4613033021,4613033021
4613033022,전라남도 여수시 화양면 용주리,,02,,,,용주리,4613033022,4613033022
4613033023,전라남도 여수시 화양면 창무리,,03,,,,창무리,4613033023,4613033023
4613033024,전라남도 여수시 화양면 이천리,,04,,,,이천리,4613033024,4613033024
4613033025,전라남도 여수시 화양면 옥적리,,05,,,,옥적리,4613033025,4613033025
4613033026,전라남도 여수시 화양면 화동리,,06,,,,화동리,4613033026,4613033026
4613033027,전라남도 여수시 화양면 서촌리,,07,,,,서촌리,4613033027,4613033027
4613033028,전라남도 여수시 화양면 이목리,,08,,,,이목리,4613033028,4613033028
4613033029,전라남도 여수시 화양면 장수리,,09,,,,장수리,4613033029,4613033029
4613033030,전라남도 여수시 화양면 안포리,,10,,,,안포리,4613033030,4613033030
4613034000,전라남도 여수시 남면,,56,,,,남면,4613034000,4613034000
4613034021,전라남도 여수시 남면 우학리,,01,,,,우학리,4613034021,4613034021
4613034022,전라남도 여수시 남면 심장리,,02,,,,심장리,4613034022,4613034022
